CodiceAmministrativo;Sezione;IdentificativoSoggetto;TipoSoggetto;IdentificativoImmobile;TipoImmobile;CodiceDiritto;TitoloNonCodificatoIta;TitoloNonCodificatoTed;QuotaNumeratore;QuotaDenominatore;Regime;SoggettoDiRiferimento;DataDiValidita;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiRegistrazioneInAtti;Partita;DataDiValidita;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiRegistrazioneInAtti;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;IdentificativoTitolarita;
M113;;487555;P;662782;F;2 ;;;1;2; ;0;17111992;A;002891;001;1992;21031997;1000762;;;;;;;374353;;1852488;
M113;;487555;P;662777;F;2 ;;;1;2; ;0;17111992;A;002891;001;1992;21031997;1000762;;;;;;;374353;;1852491;
M113;;487555;P;662781;F;2 ;;;1;8; ;;10042006;D;002316;005;2006;06062006;;;;;;;;819230;;4056510;
M113;;487595;P;663949;F;990;PROPR.12/18+DIR.AB.6/18;PROPR.12/18+DIR.AB.6/18;0;0; ;0;07091995;D;003347;001;1996;30121996;1000728;;;;;;;359738;;1661145;
M113;;487596;P;662862;F;2 ;;;1;2; ;0;01010001;I;  0000;000;2000;01011992;0000437;;;;;;;220;;596599;
M113;;487627;P;662476;F;2 ;;;1;2; ;;05071991;D;003143;001;2002;07112002;;;;;;;;619309;;3634805;
M113;;487627;P;662477;F;2 ;;;1;2; ;;05071991;D;003143;001;2002;07112002;;;;;;;;619309;;3634807;
M113;;487639;P;663949;F;2 ;;;2;18; ;0;07091995;D;003347;001;1996;30121996;1000728;;;;;;;359738;;1661146;
M113;;487639;P;690505;F;2 ;;;1;3; ;;14012003;D;001384;002;2003;08042003;;;;;;;;635862;;3685321;
M113;;487639;P;663948;F;2 ;;;1;3; ;;09012007;D;000206;001;2007;17012007;;;;;;;;848582;;4144407;
M113;;487639;P;663947;F;2 ;;;1;3; ;;09012007;D;000206;001;2007;17012007;;;;;;;;848582;;4144404;
M113;;487669;P;661797;F;32 ;;;0;0; ;;10042006;D;002316;006;2006;06062006;;;;;;;;819231;;4056512;
M113;;487669;P;661798;F;32 ;;;0;0; ;;10042006;D;002325;001;2006;06062006;;;;;;;;819290;;4056705;
M113;;487669;P;661799;F;32 ;;;0;0; ;;10042006;D;002325;001;2006;06062006;;;;;;;;819290;;4056707;
M113;;487738;P;664107;F;1 ;;;0;0; ;0;29101996;D;000548;003;1997;25021997;1000760;;;;;;;370106;;1748831;
M113;;487738;P;664110;F;1 ;;;0;0; ;0;29101996;D;000548;003;1997;25021997;1000760;;;;;;;370106;;1748835;
M113;;487738;P;664112;F;1 ;;;0;0; ;0;29101996;D;000548;003;1997;25021997;1000760;;;;;;;370106;;1748833;
M113;;487738;P;664108;F;1 ;;;0;0; ;0;29101996;D;000548;005;1997;25021997;1000761;;;;;;;370110;;1748838;
M113;;487739;P;662474;F;32 ;;;0;0; ;0;05071991;D;000983;001;1994;14041994;1000171;;;;;;;129596;;904025;
M113;;487739;P;662473;F;32 ;;;0;0; ;0;05071991;D;000983;001;1994;14041994;1000171;;;;;;;129596;;904023;
M113;;487739;P;662475;F;32 ;;;0;0; ;0;05071991;D;000983;001;1994;14041994;1000171;;;;;;;129596;;904027;
M113;;487759;P;662380;F;2 ;;;1;3; ;0;05101995;D;003247;002;1995;30111995;1000580;;;;;;;295841;;1382615;
M113;;487759;P;662381;F;2 ;;;1;3; ;0;05101995;D;003247;002;1995;30111995;1000580;;;;;;;295841;;1382616;
M113;;487759;P;662379;F;2 ;;;1;3; ;0;05101995;D;003247;002;1995;30111995;1000580;;;;;;;295841;;1382611;
M113;;487759;P;662376;F;1 ;;;0;0; ;0;05101995;D;003248;003;1995;30111995;1000583;;;;;;;295870;;1382733;
M113;;487759;P;662377;F;990;PROPR.PORZ.MAT.3;PROPR.PORZ.MAT.3;0;0; ;0;20092001;D;002309;001;2001;01102001;1001156;;;;;;;580187;;3519672;
M113;;487759;P;663358;F;2 ;;;1;6;C;557144;05052005;D;001764;001;2005;23052005;;;;;;;;718425;;3929621;
M113;;487797;P;663949;F;2 ;;;2;18; ;0;07091995;D;003347;001;1996;30121996;1000728;;;;;;;359738;;1661147;
M113;;487797;P;690505;F;2 ;;;1;3; ;;14012003;D;001384;002;2003;08042003;;;;;;;;635862;;3685322;
M113;;487797;P;663948;F;2 ;;;1;3; ;;09012007;D;000206;001;2007;17012007;;;;;;;;848582;;4144408;
M113;;487797;P;663947;F;2 ;;;1;3; ;;09012007;D;000206;001;2007;17012007;;;;;;;;848582;;4144405;
M113;;487826;P;661681;F;73 ;;;0;0; ;0;11041983;D;001424;001;1983;17051995;1000358;;;;;;;238583;;1238222;
M113;;487898;P;663850;F;1 ;;;0;0; ;0;15011999;A;B00005;001;1999;15011999;1000893;;;;;;;465615;;2374388;
M113;;487898;P;663849;F;1 ;;;0;0; ;0;15011999;A;B00005;001;1999;15011999;1000893;;;;;;;465615;;2374389;
M113;;489235;P;663906;F;1 ;;;0;0; ;;30042003;D;002220;001;2003;16062003;;;;;;;;643292;;3707973;
M113;;489235;P;663905;F;1 ;;;0;0; ;;30042003;D;002220;001;2003;16062003;;;;;;;;643292;;3707972;
M113;;489621;P;662795;F;2 ;;;1;2;C;0;31121985;D;000739;001;1986;18051995;1000369;;;;;;;238768;;1238636;
M113;;489621;P;662804;F;2 ;;;1;2;C;0;31121985;D;000739;001;1986;18051995;1000369;;;;;;;238768;;1238638;
M113;;489621;P;663414;F;2 ;;;1;2;C;0;03021999;D;001142;001;1999;10051999;1000930;;;;;;;480693;;2470063;
M113;;489664;P;663952;F;1 ;;;0;0; ;;03082001;D;002914;001;2002;23102002;;;;;;;;617506;;3629310;
M113;;489664;P;663951;F;1 ;;;0;0; ;;03082001;D;002914;001;2002;23102002;;;;;;;;617506;;3629308;
M113;;489664;P;663950;F;1 ;;;0;0; ;;03082001;D;002914;001;2002;23102002;;;;;;;;617506;;3629306;
M113;;489664;P;922039;F;1 ;;;0;0; ;;31072009;A;002532;001;2009;03082009;;;;;;;;1016116;;4569262;
M113;;489664;P;993351;F;1 ;;;0;0; ;;13032012;A;002823;001;2012;13032012;;;;;;;;1136610;;4884411;
M113;;489873;P;663654;F;1 ;;;0;0; ;0;26111975;D;001497;002;1975;24051995;1000479;;;;;;;240298;;1242275;
M113;;489873;P;663474;F;1 ;;;0;0; ;0;20071999;D;000194;001;2000;27012000;1001016;;;;;;;514370;;2833366;
M113;;489873;P;663653;F;2 ;;;3;9; ;;28032012;D;001957;001;2013;09052013;;;;;;;;1191722;;5024887;
M113;;489873;P;663653;F;74 ;;;6;9; ;;28032012;D;001957;001;2013;09052013;;;;;;;;1191722;;5024888;
M113;;489873;P;663651;F;2 ;;;3;9; ;;28032012;D;001957;001;2013;09052013;;;;;;;;1191722;;5024892;
M113;;489873;P;663651;F;74 ;;;6;9; ;;28032012;D;001957;001;2013;09052013;;;;;;;;1191722;;5024893;
M113;;489877;P;663101;F;1 ;;;0;0; ;0;12061992;D;002616;001;1992;19051995;1000405;;;;;;;239205;;1239644;
M113;;489877;P;663086;F;1 ;;;0;0; ;0;12061992;D;002616;001;1992;19051995;1000405;;;;;;;239205;;1239645;
M113;;489895;P;661346;F;2 ;;;3;45; ;0;12051986;D;001954;001;1987;23051995;1000436;;;;;;;239978;;1241575;
M113;;489895;P;661346;F;31 ;;;6;45; ;0;12051986;D;001954;001;1987;23051995;1000436;;;;;;;239978;;1241574;
M113;;489950;P;661348;F;2 ;;;1;3; ;0;01010001;I;  0000;000;2000;01011992;0000559;;;;;;;220;;596822;
M113;;490069;P;662605;F;1 ;;;0;0; ;0;31121992;A;003342;001;1992;12011993;1000016;;;;;;;21916;;648791;
M113;;490069;P;662604;F;1 ;;;0;0; ;0;20111990;D;003412;001;1990;12011993;1000016;;;;;;;21924;;648827;
M113;;490069;P;662602;F;1 ;;;0;0; ;0;20111990;D;003412;001;1990;12011993;1000016;;;;;;;21924;;648833;
M113;;490069;P;662603;F;1 ;;;0;0; ;0;20111990;D;003412;001;1990;12011993;1000016;;;;;;;21924;;648830;
M113;;490069;P;662601;F;1 ;;;0;0; ;0;20111990;D;003412;001;1990;12011993;1000016;;;;;;;21924;;648824;
M113;;490080;P;662865;F;2 ;;;3;4; ;;22042013;D;001691;001;2013;22042013;;;;;;;;1189527;;5020276;
M113;;490094;P;661349;F;1 ;;;1000;1000; ;0;01010001;I;  0000;000;2000;01011992;0000504;;;;;;;220;;596434;
M113;;490162;P;663071;F;1 ;;;1000;1000; ;0;01010001;I;  0000;000;2000;01011992;0000590;;;;;;;220;;596917;
M113;;490181;P;662649;F;1 ;;;0;0; ;;02102009;D;003960;001;2009;03122009;;;;;;;;1027609;;4604159;
M113;;490181;P;662675;F;1 ;;;0;0; ;;02102009;D;003960;001;2009;03122009;;;;;;;;1027609;;4604160;
M113;;490223;P;662605;F;31 ;;;1;2; ;0;31121992;A;003342;001;1992;12011993;1000016;;;;;;;21916;;648790;
M113;;490223;P;662604;F;31 ;;;1;2; ;0;20111990;D;003412;001;1990;12011993;1000016;;;;;;;21924;;648826;
M113;;490223;P;662603;F;31 ;;;1;2; ;0;20111990;D;003412;001;1990;12011993;1000016;;;;;;;21924;;648829;
M113;;490223;P;662601;F;31 ;;;1;2; ;0;20111990;D;003412;001;1990;12011993;1000016;;;;;;;21924;;648823;
M113;;490223;P;662602;F;31 ;;;1;2; ;0;20111990;D;003412;001;1990;12011993;1000016;;;;;;;21924;;648832;
M113;;490260;P;663070;F;1 ;;;0;0; ;0;22061999;D;001850;001;1999;22071999;1000956;;;;;;;490391;;2584260;
M113;;490260;P;662269;F;1 ;;;0;0; ;0;22061999;D;001850;001;1999;22071999;1000956;;;;;;;490391;;2584261;
M113;;490260;P;662265;F;1 ;;;0;0; ;0;22061999;D;001850;001;1999;22071999;1000956;;;;;;;490391;;2584259;
M113;;490260;P;662267;F;1 ;;;0;0; ;0;22061999;D;001850;001;1999;22071999;1000956;;;;;;;490391;;2584262;
M113;;490265;P;662098;F;1 ;;;0;0; ;;05041995;D;001804;001;2002;26062002;;;;;;;;606238;;3595471;
M113;;490265;P;662107;F;1 ;;;0;0; ;;05041995;D;001804;001;2002;26062002;;;;;;;;606238;;3595472;
M113;;495809;P;663403;F;2 ;;;1;2;C;258764;06062005;D;002871;001;2005;05092005;;;;;;;;787472;;3961696;
M113;;495809;P;663410;F;2 ;;;1;2;C;258764;06062005;D;002871;001;2005;05092005;;;;;;;;787472;;3961698;
M113;;496102;P;663205;F;2 ;;;1;2;C;0;30121993;D;000650;001;1994;06121995;1000599;;;;;;;296896;;1392199;
M113;;496102;P;663196;F;2 ;;;1;2;C;0;30121993;D;000650;001;1994;06121995;1000599;;;;;;;296896;;1392198;
M113;;496102;P;663186;F;2 ;;;1;2;C;0;30121993;D;000650;001;1994;06121995;1000599;;;;;;;296896;;1392202;
M113;;499017;P;661254;F;1 ;;;0;0; ;0;18012001;D;000335;001;2001;13022001;1001108;;;;;;;557849;;3285915;
M113;;499973;P;663503;F;2 ;;;1;2;C;0;31031999;D;001931;001;1999;02081999;1000961;;;;;;;491450;;2587158;
M113;;499973;P;663460;F;2 ;;;1;2;C;0;31031999;D;001931;001;1999;02081999;1000961;;;;;;;491450;;2587160;
M113;;499973;P;663444;F;2 ;;;1;2;C;0;31031999;D;001931;001;1999;02081999;1000961;;;;;;;491450;;2587162;
M113;;500182;P;663598;F;2 ;;;1;2; ;;12112001;D;008018;001;2001;03122001;;;;;;;;585808;;3536525;
M113;;500182;P;663586;F;2 ;;;1;2; ;;12112001;D;008018;001;2001;03122001;;;;;;;;585808;;3536523;
M113;;500456;P;661554;F;1 ;;;0;0; ;;08112001;D;008082;001;2001;07122001;;;;;;;;586483;;3537898;
M113;;502388;P;662837;F;1 ;;;0;0; ;;04052005;D;001989;001;2005;13062005;;;;;;;;720192;;3935092;
M113;;502388;P;859600;F;2 ;;;2;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521885;
M113;;502388;P;663081;F;2 ;;;2;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521897;
M113;;502388;P;859568;F;2 ;;;2;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521888;
M113;;502388;P;859601;F;2 ;;;2;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521891;
M113;;502388;P;661867;F;2 ;;;2;12; ;;22102007;D;000809;002;2009;06032009;;;;;;;;1000818;;4521904;
M113;;502388;P;661867;F;74 ;;;4;12; ;;22102007;D;000809;002;2009;06032009;;;;;;;;1000818;;4521905;
M113;;502388;P;937788;F;2 ;;;2;12; ;;30042010;V;001364;001;2010;30042010;;;;;;;;1043524;;4651193;
M113;;502388;P;937787;F;2 ;;;2;12; ;;30042010;V;001364;001;2010;30042010;;;;;;;;1043524;;4651190;
M113;;502389;P;859568;F;2 ;;;5;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521889;
M113;;502389;P;859601;F;2 ;;;5;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521892;
M113;;502389;P;859600;F;2 ;;;5;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521886;
M113;;502389;P;663081;F;2 ;;;5;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521898;
M113;;502389;P;661867;F;4 ;;;2;12; ;;22102007;D;000809;002;2009;06032009;;;;;;;;1000818;;4521900;
M113;;502389;P;661867;F;2 ;;;3;12; ;;22102007;D;000809;002;2009;06032009;;;;;;;;1000818;;4521901;
M113;;502389;P;937788;F;2 ;;;5;12; ;;30042010;V;001364;001;2010;30042010;;;;;;;;1043524;;4651194;
M113;;502389;P;937787;F;2 ;;;5;12; ;;30042010;V;001364;001;2010;30042010;;;;;;;;1043524;;4651191;
M113;;502390;P;859601;F;2 ;;;5;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521893;
M113;;502390;P;859600;F;2 ;;;5;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521887;
M113;;502390;P;663081;F;2 ;;;5;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521899;
M113;;502390;P;859568;F;2 ;;;5;12; ;;22102007;D;000809;001;2009;06032009;;;;;;;;1000817;;4521890;
M113;;502390;P;661867;F;2 ;;;3;12; ;;22102007;D;000809;002;2009;06032009;;;;;;;;1000818;;4521903;
M113;;502390;P;661867;F;4 ;;;2;12; ;;22102007;D;000809;002;2009;06032009;;;;;;;;1000818;;4521902;
M113;;502390;P;937787;F;2 ;;;5;12; ;;30042010;V;001364;001;2010;30042010;;;;;;;;1043524;;4651192;
M113;;502390;P;937788;F;2 ;;;5;12; ;;30042010;V;001364;001;2010;30042010;;;;;;;;1043524;;4651195;
M113;;502677;P;662713;F;2 ;;;1;2;C;390991;09112001;D;000407;001;2002;06022002;;;;;;;;592042;;3553471;
M113;;502677;P;662711;F;2 ;;;1;2;C;390991;09112001;D;000407;001;2002;06022002;;;;;;;;592042;;3553467;
M113;;502677;P;662712;F;2 ;;;1;2;C;390991;09112001;D;000407;001;2002;06022002;;;;;;;;592042;;3553469;
M113;;503567;P;663569;F;2 ;;;1;2;C;503568;05092001;D;000592;001;2002;21022002;;;;;;;;593766;;3558485;
M113;;503567;P;663552;F;2 ;;;1;2;C;503568;05092001;D;000592;001;2002;21022002;;;;;;;;593766;;3558483;
M113;;503568;P;663569;F;2 ;;;1;2;C;503567;05092001;D;000592;001;2002;21022002;;;;;;;;593766;;3558486;
M113;;503568;P;663552;F;2 ;;;1;2;C;503567;05092001;D;000592;001;2002;21022002;;;;;;;;593766;;3558484;
M113;;503857;P;676923;F;1 ;;;0;0; ;;03042002;V;001058;001;2002;03042002;;;;;;;;598199;;3570381;
M113;;503857;P;676921;F;1 ;;;0;0; ;;03042002;V;001058;001;2002;03042002;;;;;;;;598199;;3570379;
M113;;503857;P;768325;F;1 ;;;0;0; ;;31032006;V;001350;001;2006;31032006;;;;;;;;810996;;4033438;
M113;;503857;P;768324;F;1 ;;;0;0; ;;31032006;V;001350;001;2006;31032006;;;;;;;;810996;;4033437;
M113;;503857;P;894359;F;1 ;;;0;0; ;;01082011;D;003752;001;2011;27092011;;;;;;;;1102453;;4807326;
M113;;504174;P;661924;F;1 ;;;0;0; ;;13092007;D;012852;001;2007;08102007;;;;;;;;942614;;4346197;
M113;;504174;P;661923;F;1 ;;;0;0; ;;13092007;D;012852;001;2007;08102007;;;;;;;;942614;;4346196;
M113;;504174;P;859626;F;2 ;;;1;2; ;;23062011;D;004042;001;2012;24052012;;;;;;;;1147034;;4910837;
M113;;504174;P;661926;F;2 ;;;1;2; ;;23062011;D;004042;001;2012;24052012;;;;;;;;1147034;;4910839;
M113;;504175;P;868351;F;1 ;;;0;0; ;;09102007;D;000071;001;2008;10012008;;;;;;;;952810;;4377652;
M113;;504175;P;868330;F;1 ;;;0;0; ;;09102007;D;000071;001;2008;10012008;;;;;;;;952810;;4377651;
M113;;504175;P;868288;F;1 ;;;0;0; ;;09102007;D;000071;001;2008;10012008;;;;;;;;952810;;4377650;
M113;;504193;P;663704;F;1 ;;;0;0; ;;23012002;D;000774;001;2002;06032002;;;;;;;;595356;;3562942;
M113;;504193;P;663711;F;1 ;;;0;0; ;;23012002;D;000774;001;2002;06032002;;;;;;;;595356;;3562943;
M113;;504193;P;661107;F;2 ;;;1;10; ;;20112006;D;012848;001;2007;08102007;;;;;;;;942602;;4346166;
M113;;504193;P;660938;F;2 ;;;1;5; ;;20112006;D;012848;002;2007;08102007;;;;;;;;942603;;4346171;
M113;;504193;P;661824;F;2 ;;;1;5; ;;20112006;D;012848;002;2007;08102007;;;;;;;;942603;;4346176;
M113;;504692;P;907338;F;2 ;;;1;2; ;;09052014;D;003988;001;2014;09102014;;;;;;;;1250051;;5174660;
M113;;504692;P;907339;F;2 ;;;1;2; ;;09052014;D;003988;001;2014;09102014;;;;;;;;1250051;;5174662;
M113;;504790;P;1043387;F;2 ;;;1;2; ;;07052014;V;002345;001;2014;16062014;;;;;;;;1237646;;5142168;
M113;;504790;P;1043388;F;2 ;;;1;2; ;;07052014;V;002345;001;2014;16062014;;;;;;;;1237646;;5142170;
M113;;504790;P;1052181;F;2 ;;;1;8; ;;07112014;A;004881;001;2014;09122014;;;;;;;;1257310;;5194095;
M113;;504791;P;1043387;F;2 ;;;1;2; ;;07052014;V;002345;001;2014;16062014;;;;;;;;1237646;;5142169;
M113;;504791;P;1043388;F;2 ;;;1;2; ;;07052014;V;002345;001;2014;16062014;;;;;;;;1237646;;5142171;
M113;;504791;P;1052181;F;2 ;;;1;8; ;;07112014;A;004881;001;2014;09122014;;;;;;;;1257310;;5194096;
M113;;505713;P;675312;F;1 ;;;0;0; ;;12032002;D;001099;001;2002;08042002;;;;;;;;598698;;3571798;
M113;;505713;P;675338;F;1 ;;;0;0; ;;12032002;D;001099;001;2002;08042002;;;;;;;;598698;;3571799;
M113;;505741;P;663515;F;4 ;;;1;2;C;;21032002;D;001104;001;2002;08042002;;;;;;;;598771;;3571997;
M113;;505836;P;661566;F;1 ;;;0;0; ;;30102013;D;004880;001;2013;26112013;;;;;;;;1215828;;5085314;
M113;;505836;P;661564;F;1 ;;;0;0; ;;30102013;D;004880;001;2013;26112013;;;;;;;;1215828;;5085313;
M113;;506564;P;661776;F;1 ;;;0;0; ;;08042002;D;001275;001;2002;30042002;;;;;;;;600664;;3576628;
M113;;506565;P;661778;F;1 ;;;0;0; ;0;09101975;D;004038;001;1991;18051995;1000389;;;;;;;238971;;1239190;
M113;;506565;P;676435;F;1 ;;;0;0; ;;08042002;D;001275;002;2002;30042002;;;;;;;;600665;;3576629;
M113;;507258;P;661572;F;2 ;;;1;2;C;507259;22032002;D;001295;001;2002;02052002;;;;;;;;600870;;3578837;
M113;;507259;P;661572;F;2 ;;;1;2;C;507258;22032002;D;001295;001;2002;02052002;;;;;;;;600870;;3578838;
M113;;507357;P;662548;F;2 ;;;1;2;C;507358;10012002;D;001307;001;2002;02052002;;;;;;;;600995;;3580182;
M113;;507357;P;662544;F;2 ;;;1;2;C;507358;10012002;D;001307;001;2002;02052002;;;;;;;;600995;;3580184;
M113;;507357;P;662541;F;2 ;;;1;2;C;507358;10012002;D;001307;001;2002;02052002;;;;;;;;600995;;3580180;
M113;;507358;P;662544;F;2 ;;;1;2;C;507357;10012002;D;001307;001;2002;02052002;;;;;;;;600995;;3580185;
M113;;507358;P;662541;F;2 ;;;1;2;C;507357;10012002;D;001307;001;2002;02052002;;;;;;;;600995;;3580181;
M113;;507358;P;662548;F;2 ;;;1;2;C;507357;10012002;D;001307;001;2002;02052002;;;;;;;;600995;;3580183;
M113;;508793;P;680432;F;3 ;;;0;0; ;;23111998;D;000421;001;2007;30012007;;;;;;;;850231;;4148733;
M113;;508793;P;680433;F;3 ;;;0;0; ;;23111998;D;000421;001;2007;30012007;;;;;;;;850231;;4148735;
M113;;509476;P;661235;F;2 ;;;1;3; ;;22082008;D;001694;001;2009;19052009;;;;;;;;1008313;;4544396;
M113;;509526;P;662077;F;2 ;;;1;2; ;;14032001;D;001783;001;2002;25062002;;;;;;;;606092;;3594995;
M113;;509526;P;662075;F;4 ;;;1;4; ;;05012013;D;004478;001;2013;24102013;;;;;;;;1212219;;5076527;
M113;;509526;P;662076;F;4 ;;;1;4; ;;05012013;D;004478;001;2013;24102013;;;;;;;;1212219;;5076532;
M113;;509810;P;661178;F;1 ;;;0;0; ;;07032013;D;000254;001;2014;21012014;;;;;;;;1221813;;5099952;
M113;;509810;P;661167;F;1 ;;;0;0; ;;07032013;D;000254;001;2014;21012014;;;;;;;;1221813;;5099951;
M113;;510283;P;661777;F;1 ;;;0;0; ;;20022013;D;002244;001;2013;23052013;;;;;;;;1193994;;5030506;
M113;;511320;P;662521;F;2 ;;;1;2; ;;30072002;D;002143;001;2002;30072002;;;;;;;;609651;;3606743;
M113;;511320;P;662508;F;2 ;;;1;2; ;;30072002;D;002143;001;2002;30072002;;;;;;;;609651;;3606741;
M113;;511485;P;663834;F;2 ;;;1;2; ;;01082002;D;002194;001;2002;01082002;;;;;;;;609988;;3607617;
M113;;511485;P;663835;F;2 ;;;1;2; ;;01082002;D;002194;001;2002;01082002;;;;;;;;609988;;3607619;
M113;;511486;P;663834;F;2 ;;;1;2; ;;01082002;D;002194;001;2002;01082002;;;;;;;;609988;;3607618;
M113;;511486;P;663835;F;2 ;;;1;2; ;;01082002;D;002194;001;2002;01082002;;;;;;;;609988;;3607620;
M113;;511936;P;662554;F;2 ;;;1;2; ;;04032010;D;001712;001;2010;27052010;;;;;;;;1046434;;4659805;
M113;;511936;P;662549;F;2 ;;;1;2; ;;04032010;D;001712;001;2010;27052010;;;;;;;;1046434;;4659803;
M113;;511936;P;1009340;F;2 ;;;9;54; ;;21112012;D;001119;001;2013;21032013;;;;;;;;1185579;;5010040;
M113;;512775;P;673348;F;1 ;;;0;0; ;;23042002;D;002490;001;2002;06092002;;;;;;;;612963;;3616194;
M113;;512775;P;673354;F;1 ;;;0;0; ;;23042002;D;002490;001;2002;06092002;;;;;;;;612963;;3616195;
M113;;514298;P;661514;F;2 ;;;1;2;C;514299;06112001;D;002820;001;2002;11102002;;;;;;;;616386;;3625979;
M113;;514298;P;661516;F;2 ;;;1;4;C;514299;06112001;D;002820;003;2002;11102002;;;;;;;;616388;;3625984;
M113;;514298;P;661532;F;2 ;;;1;2;C;514299;06112001;D;010204;001;2007;16042007;;;;;;;;921980;;4283663;
M113;;514298;P;661533;F;2 ;;;1;2;C;514299;06112001;D;010204;001;2007;16042007;;;;;;;;921980;;4283665;
M113;;514299;P;661514;F;2 ;;;1;2;C;514298;06112001;D;002820;001;2002;11102002;;;;;;;;616386;;3625980;
M113;;514299;P;661516;F;2 ;;;1;4;C;514298;06112001;D;002820;003;2002;11102002;;;;;;;;616388;;3625985;
M113;;514299;P;661532;F;2 ;;;1;2;C;514298;06112001;D;010204;001;2007;16042007;;;;;;;;921980;;4283664;
M113;;514299;P;661533;F;2 ;;;1;2;C;514298;06112001;D;010204;001;2007;16042007;;;;;;;;921980;;4283666;
M113;;514300;P;661515;F;1 ;;;0;0; ;;06112001;D;002820;002;2002;11102002;;;;;;;;616387;;3625983;
M113;;514300;P;661516;F;2 ;;;1;2; ;;06112001;D;002820;003;2002;11102002;;;;;;;;616388;;3625986;
M113;;514642;P;683049;F;1 ;;;0;0; ;;04092002;D;002880;001;2002;21102002;;;;;;;;617184;;3628267;
M113;;514798;P;663952;F;73 ;;;0;0; ;;03082001;D;002914;001;2002;23102002;;;;;;;;617506;;3629311;
M113;;514798;P;663950;F;73 ;;;0;0; ;;03082001;D;002914;001;2002;23102002;;;;;;;;617506;;3629307;
M113;;514798;P;663951;F;73 ;;;0;0; ;;03082001;D;002914;001;2002;23102002;;;;;;;;617506;;3629309;
M113;;514810;P;711443;F;32 ;;;0;0; ;;22102003;D;004049;001;2003;01122003;;;;;;;;659554;;3756141;
M113;;514810;P;711442;F;32 ;;;0;0; ;;22102003;D;004049;001;2003;01122003;;;;;;;;659554;;3756139;
M113;;515218;P;661006;F;1 ;;;0;0; ;;27112008;D;000287;001;2010;25012010;;;;;;;;1033104;;4620260;
M113;;515218;P;661008;F;1 ;;;0;0; ;;27112008;D;000287;001;2010;25012010;;;;;;;;1033104;;4620261;
M113;;515449;P;662759;F;2 ;;;1;2; ;;03082010;D;003538;001;2010;08112010;;;;;;;;1062899;;4705271;
M113;;515449;P;943232;F;2 ;;;1;2; ;;03082010;D;003538;001;2010;08112010;;;;;;;;1062899;;4705269;
M113;;515818;P;663554;F;2 ;;;1;2;C;515819;07032002;D;003162;001;2002;07112002;;;;;;;;619436;;3635103;
M113;;515818;P;663563;F;2 ;;;1;2;C;515819;07032002;D;003162;001;2002;07112002;;;;;;;;619436;;3635105;
M113;;515819;P;663554;F;2 ;;;1;2;C;515818;07032002;D;003162;001;2002;07112002;;;;;;;;619436;;3635104;
M113;;515819;P;663563;F;2 ;;;1;2;C;515818;07032002;D;003162;001;2002;07112002;;;;;;;;619436;;3635106;
M113;;515845;P;679843;F;2 ;;;1;2;C;468910;17072002;D;003178;002;2002;08112002;;;;;;;;619467;;3635191;
M113;;515845;P;863327;F;1 ;;;0;0; ;;14052007;D;012237;001;2007;14082007;;;;;;;;936697;;4327921;
M113;;515845;P;863316;F;1 ;;;0;0; ;;14052007;D;012237;001;2007;14082007;;;;;;;;936697;;4327920;
M113;;515845;P;863314;F;1 ;;;0;0; ;;14052007;D;012237;001;2007;14082007;;;;;;;;936697;;4327918;
M113;;515845;P;863315;F;1 ;;;0;0; ;;14052007;D;012237;001;2007;14082007;;;;;;;;936697;;4327919;
M113;;515845;P;863341;F;1 ;;;0;0; ;;14052007;D;012239;001;2007;14082007;;;;;;;;936702;;4327940;
M113;;515845;P;863342;F;1 ;;;0;0; ;;14052007;D;012239;001;2007;14082007;;;;;;;;936702;;4327941;
M113;;515845;P;863339;F;1 ;;;0;0; ;;14052007;D;012239;001;2007;14082007;;;;;;;;936702;;4327938;
M113;;515845;P;863338;F;1 ;;;0;0; ;;14052007;D;012239;001;2007;14082007;;;;;;;;936702;;4327937;
M113;;515845;P;863337;F;1 ;;;0;0; ;;14052007;D;012239;001;2007;14082007;;;;;;;;936702;;4327936;
M113;;515845;P;863336;F;1 ;;;0;0; ;;14052007;D;012239;001;2007;14082007;;;;;;;;936702;;4327935;
M113;;515845;P;863340;F;1 ;;;0;0; ;;14052007;D;012239;001;2007;14082007;;;;;;;;936702;;4327939;
M113;;517354;P;663405;F;2 ;;;1;2;C;348781;21062004;D;003970;003;2004;15112004;;;;;;;;693582;;3870866;
