E227; ;354587;F;2;2;;0024;00251;;0001;;
E227; ;354587;F;2;3;236;GENOVA;000027;;;67;
E227; ;354588;F;2;1; ;C06;03;19;23;57000;29,44;;;;;;T;;;;28081995;27111996;V;006432;002;1995;;;;;;;1000513;;1505541;;;01021999;CLS;;;;;
E227; ;354588;F;2;2;;0024;00251;;0002;;
E227; ;354588;F;2;3;236;GENOVA;000025;;;67;
E227; ;354589;F;2;1; ;A03;02;5,5;123;423500;218,72;;;;;;0001;;;;28081995;27111996;V;006432;002;1995;;;;;;;1000513;;1505541;;;01021999;CLS;;;;;
E227; ;354589;F;2;2;;0024;00251;;0003;;
E227; ;354589;F;2;3;236;GENOVA;000029;;;67;
E227; ;354591;F;3;1; ;A04;03;6,5;150;500500;258,49;;;;;;T-1;;;;22051992;12082011;V;052568;001;2011;;;;;;;;;3537246;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354591;F;3;2;;0024;00252;;0001;;;0024;00252;;0003;;
E227; ;354591;F;3;3;236;G. MARCONI;;;;415;
E227; ;354593;F;4;1; ;A04;02;3,5;82;231000;119,3;;;;;;T;;;;01010001;27102016;V;124514;001;2016;;;;;;;;CORREZIONE SU DATI IDENTIFICATIVI E METRICI DEL PROTOCOLLO DI PRESENTAZIONE PLANIMETRICA N.2416/1967;4650629;;;01021999;VAR;AGGIORNAMENTO PLANIMETRICO;;;;
E227; ;354593;F;4;2;;0024;00253;;;;
E227; ;354593;F;4;3;236;G. MARCONI;000029;;;415;
E227; ;354594;F;2;1; ;A04;03;6;143;462000;238,6;;;;;;T;;;;01010001;12082011;V;052570;001;2011;;;;;;;;;3537248;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;;
E227; ;354594;F;2;2;;0024;00254;;;;
E227; ;354594;F;2;3;236;G. MARCONI;;;;415;
E227; ;354595;F;8;1; ;A04;03;6;151;462000;238,6;;;;;;T;;;;03031993;12082011;V;052571;001;2011;;;;;;;;;3537249;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354595;F;8;2;;0024;00256;;;;
E227; ;354595;F;8;3;236;G. MARCONI;000012;;;415;
E227; ;354596;F;4;1; ;A04;02;4,5;91;297000;153,39;;;;;;T;;;;30071987;12082011;V;052572;001;2011;;;;;;;;;3537250;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354596;F;4;2;;0024;00257;;;;
E227; ;354596;F;4;3;236;G. MARCONI;;;;415;
E227; ;354598;F;3;1; ;A04;03;6,5;116;500500;258,49;;;;;;T;;;;01041986;12082011;V;053040;001;2011;;;;;;;;;3537718;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354598;F;3;2;;0024;00260;;0001;;;0024;00260;;0003;;
E227; ;354598;F;3;3;236;S. PELLICO;;;;438;
E227; ;354599;F;3;1; ;C06;03;25;30;75000;38,73;;;;;;T;;;;01041986;12082011;V;053041;001;2011;;;;;;;;;3537719;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354599;F;3;2;;0024;00260;;0002;;
E227; ;354599;F;3;3;236;S. PELLICO;;;;438;
E227; ;354600;F;1;1; ;A04;03;4,5;107;346500;178,95;;;;;;T;;;;01010001;30061987;I;;000;;;;;;;;0002159;;1079834;;;01021999;;;;;;
E227; ;354600;F;1;2;;0024;00261;;;;
E227; ;354600;F;1;3;236;GENOVA;000032;000031;;67;
E227; ;354601;F;4;1; ;A04;03;4,5;87;346500;178,95;;;;;;T;;;;15051992;20102016;V;122857;001;2016;;;;;;;;CORREZIONE SU DATI IDENTIFICATIVI E METRICI DEL PROTOCOLLO DI PRESENTAZIONE PLANIMETRICA N.LE0107308/2014;4647345;;;01021999;VAR;AGGIORNAMENTO PLANIMETRICO;;;;
E227; ;354601;F;4;2;;0024;00262;;;;
E227; ;354601;F;4;3;236;GENOVA;000029;;;67;
E227; ;354603;F;3;1; ;A04;03;4;87;308000;159,07;;;;;;T;;;;14121985;12082011;V;052421;001;2011;;;;;;;;;3537099;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354603;F;3;2;;0024;00281;;0001;;;0024;00281;;0003;;
E227; ;354603;F;3;3;236;G. VERDI;;;;411;
E227; ;354604;F;3;1; ;C06;03;33;39;99000;51,13;;;;;;T;;;;14121985;12082011;V;052422;001;2011;;;;;;;;;3537100;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354604;F;3;2;;0024;00281;;0002;;
E227; ;354604;F;3;3;236;G. VERDI;;;;411;
E227; ;354607;F;4;1; ;A03;02;6;104;462000;238,6;;;;;;T-1;;;;16061998;12082011;V;052424;001;2011;;;;;;;;;3537102;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;;
E227; ;354607;F;4;2;;0024;00284;;;;
E227; ;354607;F;4;3;236;G. VERDI;000015;;;411;
E227; ;354609;F;4;1; ;A04;03;3,5;59;269500;139,19;;;;;;T;;;;18101985;15062017;V;061980;001;2017;;;;;;;;;4788706;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA;;;4;
E227; ;354609;F;4;2;;0024;00287;;0001;;;0024;00287;;0003;;
