CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;Rendita-lire;Rendita-euro;ValoreImis;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;Piano5;Piano6;Piano7;Piano8;Piano9;Piano10;Piano11;Piano12;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione_ita;Annotazione_ted;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica
L322;;628114;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;22021996;22021996;V;443;1;1996;;;;;;;C;311636;;;;
L322;;628115;F;3;1;;A03;3;5;103;420000;216,91;36440,88;;;;;;T;1;;;;;;;;;;;24022000;11042000;D;929;1;2000;;;;;;;1000590;524330;;;;
L322;;628116;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;9042003;9042003;V;1395;1;2003;;;;;;;C;636023;;;;
L322;;628117;F;1;1;;A03;3;2,5;41;210000;108,46;18221,28;;;;;;T;1;2;;;;;;;;;;22052000;22052000;A;B00137;1;2000;;;;;;;1000600;529146;;200001431;;
L322;;628118;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;20101997;20101997;V;2575;1;1997;;;;;;;C;403951;;;;
L322;;628119;F;2;1;;C06;1;20;22;56000;28,92;4858,56;;;;;;T;;;;;;;;;;;;1011987;19051994;V;227;A01;1987;;;;;;;160;142941;;0;;
L322;;628120;F;1;1;;A03;2;6,5;149;468000;241,7;40605,6;;;;;;T;1;;;;;;;;;;;20101997;20101997;V;2575;1;1997;;;;;;;160;403951;;0;;
L322;;628121;F;1;1;;A03;2;5;114;360000;185,92;31234,56;;;;;;2;3;;;;;;;;;;;20101997;20101997;V;2575;1;1997;;;;;;;160;403951;;0;;
L322;;628122;F;2;1;;C02;1;14;25;39200;20,25;3402;;;;;;T;;;;;;;;;;;;1081991;5071994;V;2352;A01;1991;;;;;;;378;159202;;0;;
L322;;628123;F;2;1;;A04;1;1,5;30;97500;50,35;8458,8;;;;;;T;1;;;;;;;;;;;1081991;5071994;V;2353;A01;1991;;;;;;;383;159213;;0;;
L322;;628124;F;2;1;;A04;1;1;25;65000;33,57;5639,76;;;;;;1;;;;;;;;;;;;1081991;5071994;V;2354;A01;1991;;;;;;;384;159215;;0;;
L322;;628125;F;2;1;;C02;1;34;12;95200;49,17;8260,56;;;;;;2;;;;;;;;;;;;1081991;5071994;V;2355;A01;1991;;;;;;;385;159203;;0;;
L322;;628126;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;18041989;25101994;V;1199;0;1989;;;;;;;C;184203;;;;
L322;;628127;F;4;1;;A03;2;3;99;216000;111,55;18740,4;;;;;;T;1;2;;;;;;;;;;30121991;25101994;D;460;1;1992;;;;;;;1000189;184311;;0;;
L322;;628128;F;1;1;;C02;1;16;19;44800;23,14;3887,52;;;;;;T;;;;;;;;;;;;22052000;22052000;A;B00136;1;2000;;;;;;;1000600;529144;;0;;
L322;;628129;F;1;1;;A03;3;5;99;420000;216,91;36440,88;;;;;;T;1;2;;;;;;;;;;22052000;22052000;A;B00136;2;2000;;;;;;;1000599;529145;;200001436;;
L322;;628130;F;4;1;;A04;4;3,5;74;262500;135,57;22775,76;;;U;;;T;1;2;;;;;;;;;;23091989;6021995;D;292;1;1995;;;;;;;1000202;210684;;0;;
L322;;628131;F;3;1;;A03;2;5;93;360000;185,92;31234,56;;;;;;S1;T;1;;;;;;;;;;31121993;18081997;V;4085;1;1993;;;;;;;1000427;395123;;0;;
L322;;628132;F;4;1;;A04;1;4;81;260000;134,28;22559,04;;;;;;T;1;2;3;4;;;;;;;;13021997;12031997;D;717;1;1997;;;;;;;1000422;372891;;0;;
L322;;628133;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;28122004;28122004;V;4445;1;2004;;;;;;;C;698057;;;;
L322;;628134;F;3;1;;F04;;;;0;0;0;;;;;;2;3;;;;;;;;;;;24022000;11042000;D;929;1;2000;;;;;;;1000590;524330;;;;
L322;;628135;F;3;1;;A03;2;2,5;57;180000;92,96;15617,28;;;U;;;T;1;2;;;;;;;;;;19111991;5101993;D;3972;1;1991;;;;;;;1000075;84615;;0;;
L322;;628136;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;18041989;25101994;V;1199;0;1989;;;;;;;C;184203;;;;
L322;;628137;F;4;1;;C02;1;8;10;22400;11,57;1943,76;;;;;;T;;;;;;;;;;;;13021997;12031997;D;717;1;1997;;;;;;;1000422;372891;;0;;
L322;;628138;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;26022007;1032007;V;1034;1;2007;;;;;;;C;854210;;;;
L322;;628139;F;4;1;;A04;4;6;165;450000;232,41;39044,88;;;U;;;S1;T;1;2;;;;;;;;;23091989;6021995;D;292;1;1995;;;;;;;1000202;210684;;0;;
L322;;628140;F;4;1;;C02;1;27;33;75600;39,04;6558,72;;;;;;T;;;;;;;;;;;;23091989;6021995;D;292;1;1995;;;;;;;1000202;210684;;0;;
L322;;628141;F;2;1;;A04;1;1,5;23;97500;50,35;8458,8;;;;;;T;1;2;;;;;;;;;;27082002;27082002;V;2405;1;2002;;;;;;;;612074;;200202388;;
L322;;628142;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;2021994;17021995;V;256;1;1994;;;;;;;C;215968;;;;
L322;;628143;F;4;1;;A04;1;5,5;90;357500;184,63;31017,84;;;;;;S1;T;1;2;;;;;;;;;2041997;9061997;D;1476;1;1997;;;;;;;1000446;385598;;0;;
L322;;628144;F;6;1;;A03;2;3;88;216000;111,55;18740,4;;;;;;3;;;;;;;;;;;;23102012;25102012;V;6458;1;2012;;;;;;;;1166583;;201201757;;
L322;;628145;F;2;1;;A02;1;7,5;147;577500;298,25;50106;;;;;;T;2;;;;;;;;;;;24071980;4121997;D;2970;1;1997;;;;;;;1000482;411186;;0;;
L322;;628146;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;4121997;31102000;V;2971;1;1997;;;;;;;C;547438;;;;
L322;;628147;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;4121997;31102000;V;2971;1;1997;;;;;;;C;547438;;;;
L322;;628148;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;4121997;31102000;V;2971;2;1997;;;;;;;C;547440;;;;
L322;;628149;F;2;1;;A02;1;7,5;149;577500;298,25;50106;;;;;;1;2;;;;;;;;;;;4121997;13112000;V;2971;3;1997;;;;;;;1000481;548623;;200003502;;
L322;;628150;F;2;1;;C06;1;66;73;184800;95,44;16033,92;;;;;;S1;;;;;;;;;;;;4121997;13112000;V;2971;3;1997;;;;;;;1000481;548623;;200003502;;
L322;;628151;F;2;1;;C06;1;40;44;112000;57,84;9717,12;;;;;;S1;;;;;;;;;;;;4121997;13112000;V;2971;3;1997;;;;;;;1000482;548623;;200003504;;
L322;;628152;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;14101977;24031999;V;1946;1;1977;;;;;;;C;474699;;;;
L322;;628153;F;1;1;;A04;1;4,5;91;292500;151,06;25378,08;;;;;;1;;;;;;;;;;;;1010001;1011992;I;;0;2000;;;;;;;20;201;;0;;
L322;;628154;F;1;1;;A04;4;4,5;113;337500;174,3;29282,4;;;;;;3;;;;;;;;;;;;1010001;1011992;I;;0;2000;;;;;;;20;201;;0;;
L322;;628155;F;2;1;;F04;;;;0;0;0;;;;;;T;;;;;;;;;;;;14101977;24112004;V;1946;2;1977;;;;;;;;694593;;;;
L322;;628156;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19021992;23051995;V;541;1;1992;;;;;;;C;239837;;;;
L322;;628157;F;3;1;;A04;4;11;203;825000;426,08;71581,44;;;;;;S1;T;1;2;;;;;;;;;12041997;28101998;D;2495;1;1998;;;;;;;1000512;456002;;0;;
L322;;628158;F;2;1;;A04;1;5;104;325000;167,85;28198,8;;;;;;S1;T;1;;;;;;;;;;19021987;27102000;V;1040;1;1987;;;;;;;174;547137;;200003378;;
L322;;628159;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;2021994;17021995;V;256;1;1994;;;;;;;C;215968;;;;
L322;;628160;F;1;1;;A03;3;11;350;924000;477,21;80171,28;;;;;;T;1;2;3;;;;;;;;;2021994;27102000;A;256;1;1994;;;;;;;1000624;547143;;200003351;;
L322;;628161;F;4;1;;A03;3;7;190;588000;303,68;51018,24;;;;;;T;1;2;3;;;;;;;;;2021994;27102000;V;256;2;1994;;;;;;;1000625;547147;;200003354;;
L322;;628162;F;4;1;;C06;1;38;42;106400;54,95;9231,6;;;;;;T;;;;;;;;;;;;2021994;27102000;V;256;2;1994;;;;;;;1000625;547147;;200003354;;
L322;;628163;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;27102012;28112012;V;6918;1;2012;;;;;;;C;1170339;;;;
L322;;628164;F;3;1;;C06;1;26;29;72800;37,6;6316,8;;;;;;S1;;;;;;;;;;;;10111994;11101995;D;2800;1;1995;;;;;;;1000296;277576;;0;;
L322;;628165;F;3;1;;C06;1;45;50;126000;65,07;10931,76;;;;;;T;1;2;;;;;;;;;;10122000;1102001;D;2299;1;2001;;;;;;;1000650;580125;;;;
L322;;628166;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;27031992;20031995;V;1044/1;0;1992;;;;;;;C;224714;;;;
L322;;628167;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;27031992;20031995;V;1044/1;0;1992;;;;;;;C;224714;;;;
L322;;628168;F;2;1;;A04;1;3,5;100;227500;117,49;19738,32;;;U;;;T;1;2;3;;;;;;;;;1011990;19051994;V;2022;A01;1990;;;;;;;345;143046;;0;;
L322;;628169;F;2;1;;A04;1;3;82;195000;100,71;16919,28;;;U;;;T;1;2;3;;;;;;;;;27071990;27102000;V;2023;1;1990;;;;;;;345;547045;;200003386;;
L322;;628170;F;2;1;;A04;1;2,5;77;162500;83,92;14098,56;;;;;;1;2;3;;;;;;;;;;12111992;27102000;V;2847;1;1992;;;;;;;449;547051;;200003387;;
L322;;628171;F;2;1;;A02;4;5,5;164;687500;355,06;59650,08;;;;;;T;1;;;;;;;;;;;1011988;19051994;V;3125;A01;1988;;;;;;;278;143009;;0;;
L322;;628172;F;2;1;;C06;1;31;34;86800;44,83;7531,44;;;;;;S1;;;;;;;;;;;;1011988;19051994;V;3125;A01;1988;;;;;;;278;143009;;0;;
L322;;628173;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;2091999;2091999;V;2177;1;1999;;;;;;;C;495099;;;;
L322;;628174;F;2;1;;A04;1;2,5;113;162500;83,92;14098,56;;;;;;T;1;2;3;;;;;;;;;17091999;5101999;D;2538;1;1999;;;;;;;1000558;499665;;0;;
L322;;628175;F;4;1;;A03;3;5,5;98;462000;238,6;40084,8;;;;;;T;1;2;3;;;;;;;;;5012006;5012006;V;63;1;2006;;;;;;;;800744;;200600024;;
L322;;628176;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29121989;8021995;V;4283;0;1989;;;;;;;C;211969;;;;
L322;;628177;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29121989;8021995;V;4283;0;1989;;;;;;;C;211969;;;;
L322;;628178;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29121989;8021995;V;4283;0;1989;;;;;;;C;211969;;;;
L322;;628179;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29121989;8021995;V;4283;0;1989;;;;;;;C;211969;;;;
L322;;628180;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29121989;8021995;V;4283;0;1989;;;;;;;C;211969;;;;
L322;;628181;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;7061999;7061999;V;1499;1;1999;;;;;;;C;484786;;;;
L322;;628182;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;7061999;7061999;V;1499;1;1999;;;;;;;C;484786;;;;
L322;;628183;F;2;1;;A02;4;5;106;625000;322,79;54228,72;;;U;;;S1;T;;;;;;;;;;;7061999;6091999;D;2197;1;1999;;;;;;;1000553;495539;;0;;
L322;;628184;F;2;1;;A02;4;7,5;164;937500;484,18;81342,24;;;U;;;S1;T;;;;;;;;;;;2091999;14121999;D;3115;1;1999;;;;;;;1000572;508702;;0;;
L322;;628185;F;2;1;;A02;4;4,5;99;562500;290,51;48805,68;;;U;;;S1;1;;;;;;;;;;;21101999;19111999;D;2940;1;1999;;;;;;;1000563;505678;;0;;
L322;;628186;F;2;1;;A02;4;7,5;155;937500;484,18;81342,24;;;U;;;S1;1;;;;;;;;;;;24111999;28121999;D;3243;1;1999;;;;;;;1000575;510464;;0;;
L322;;628187;F;1;1;;A02;4;3,5;73;437500;225,95;37959,6;;;U;;;S1;2;;;;;;;;;;;7061999;7061999;A;B00094;2;1999;;;;;;;1000543;484814;;0;;
L322;;628188;F;2;1;;A02;4;7,5;184;937500;484,18;81342,24;;;U;;;S1;2;;;;;;;;;;;9121999;28121999;D;3296;1;1999;;;;;;;1000574;510392;;0;;
L322;;628189;F;1;1;;A02;4;14;348;1750000;903,8;151838,4;;;U;;;S1;3;4;;;;;;;;;;7061999;7061999;A;B00094;4;1999;;;;;;;1000469;484816;;0;;
L322;;628190;F;2;1;;C06;2;21;23;69300;35,79;6012,72;;;;;;S1;;;;;;;;;;;;9121999;28121999;D;3296;1;1999;;;;;;;1000574;510392;;0;;
L322;;628191;F;2;1;;C06;2;17;19;56100;28,97;4866,96;;;;;;S1;;;;;;;;;;;;9121999;28121999;D;3296;1;1999;;;;;;;1000574;510392;;0;;
L322;;628192;F;2;1;;C06;2;17;19;56100;28,97;4866,96;;;;;;S1;;;;;;;;;;;;21101999;19111999;D;2940;1;1999;;;;;;;1000563;505678;;0;;
L322;;628193;F;2;1;;C06;2;15;17;49500;25,56;4294,08;;;;;;S1;;;;;;;;;;;;2091999;14121999;D;3115;1;1999;;;;;;;1000572;508702;;0;;
L322;;628194;F;1;1;;C06;2;15;17;49500;25,56;4294,08;;;;;;S1;;;;;;;;;;;;7061999;7061999;A;B00094;6;1999;;;;;;;1000543;484818;;0;;
L322;;628195;F;2;1;;C06;2;16;18;52800;27,27;4581,36;;;;;;S1;;;;;;;;;;;;7061999;6091999;D;2197;1;1999;;;;;;;1000553;495539;;0;;
L322;;628196;F;2;1;;C06;2;30;33;99000;51,13;8589,84;;;;;;S1;;;;;;;;;;;;24111999;28121999;D;3243;1;1999;;;;;;;1000575;510464;;0;;
L322;;628197;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;7061995;8061995;V;1558;1;1995;;;;;;;C;243392;;;;
L322;;628198;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;7061995;8061995;V;1558;1;1995;;;;;;;C;243392;;;;
L322;;628199;F;6;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19012001;13022001;V;331;1;2001;;;;;;;C;557905;;;;
L322;;628200;F;5;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19012001;13022001;V;338;1;2001;;;;;;;C;557908;;;;
L322;;628201;F;2;1;;A04;4;6;127;450000;232,41;39044,88;;;;;;T;1;3;;;;;;;;;;1011992;19051994;V;3678;A01;1992;;;;;;;1000088;143132;;0;;
L322;;628202;F;2;1;;A04;4;6;118;450000;232,41;39044,88;;;;;;T;2;3;;;;;;;;;;1011992;19051994;V;3678;A01;1992;;;;;;;1000088;143132;;0;;
L322;;628203;F;2;1;;C06;1;13;14;36400;18,8;3158,4;;;;;;S1;;;;;;;;;;;;1011992;19051994;V;3678;A01;1992;;;;;;;1000088;143132;;0;;
L322;;628204;F;2;1;;C06;1;14;16;39200;20,25;3402;;;;;;S1;;;;;;;;;;;;1011992;19051994;V;3678;A01;1992;;;;;;;1000088;143132;;0;;
L322;;628205;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;18021998;18021998;V;380;1;1998;;;;;;;C;422235;;;;
L322;;628206;F;2;1;;A04;1;3,5;81;227500;117,49;19738,32;;;;;;T;1;2;3;;;;;;;;;17091999;5101999;D;2538;2;1999;;;;;;;1000559;499666;;0;;
L322;;628207;F;4;1;;C02;1;17;17;47600;24,58;4129,44;;;;;;3;;;;;;;;;;;;27122004;27122004;V;4403;1;2004;;;;;;;;697936;;200401308;;
L322;;628208;F;4;1;;A03;3;6;137;504000;260,29;43728,72;;;;;;T;1;2;3;;;;;;;;;19112003;19112003;V;3873;1;2003;;;;;;;;658291;;200301062;;
L322;;628209;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;7102004;7102004;V;3585;1;2004;;;;;;;C;690147;;;;
L322;;628210;F;5;1;;A04;1;6,5;205;422500;218,2;36657,6;;;;;;T;1;2;3;;;;;;;;;10031997;8071997;D;1774;3;1997;;;;;;;1000344;389453;;0;;
L322;;628211;F;2;1;;A04;4;6;136;450000;232,41;39044,88;;;;;;T;1;2;3;;;;;;;;;1011992;19051994;V;3677;A01;1992;;;;;;;486;143131;;0;;
L322;;628212;F;2;1;;C06;1;40;44;112000;57,84;9717,12;;;;;;T;;;;;;;;;;;;1011992;19051994;V;3677;A01;1992;;;;;;;486;143131;;0;;
L322;;628213;F;1;1;;E07;;;;0;0;0;;;;;;T;;;;;;;;;;;;1010001;1011992;I;;0;2000;;;;;;;37;201;;0;;
L322;;628214;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19071994;21071994;V;1810;1;1994;;;;;;;C;162953;;;;
L322;;628215;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19071994;21071994;V;1810;1;1994;;;;;;;C;162953;;;;
L322;;628216;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19071994;21071994;V;1810;1;1994;;;;;;;C;162953;;;;
L322;;628217;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19071994;21071994;V;1810;1;1994;;;;;;;C;162953;;;;
L322;;628218;F;2;1;;A04;1;3;68;195000;100,71;16919,28;;;;;;T;1;2;;;;;;;;;;1011987;19051994;V;3983;A01;1987;;;;;;;230;142980;;0;;
L322;;628219;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;17031986;4011996;V;696;1;1986;;;;;;;C;300650;;;;
L322;;628220;F;4;1;;C06;1;12;13;33600;17,35;2914,8;;;;;;T;;;;;;;;;;;;8041994;4011996;D;1454;1;1994;;;;;;;1000171;300662;;0;;
L322;;628221;F;4;1;;C02;1;19;23;53200;27,48;4616,64;;;;;;1;2;;;;;;;;;;;8041994;4011996;D;1454;1;1994;;;;;;;1000171;300662;;0;;
L322;;628222;F;2;1;;A04;1;6;123;390000;201,42;33838,56;;;U;;;T;1;2;3;;;;;;;;;9111987;27102000;V;4008;1;1987;;;;;;;231;547121;;200003393;;
L322;;628223;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;27102015;28102015;V;3926;1;2015;;;;;;;C;1293989;;;;
L322;;628224;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;27102015;28102015;V;3926;1;2015;;;;;;;C;1293989;;;;
L322;;628225;F;1;1;;C06;2;31;34;102300;52,83;8875,44;;;;;;T;;;;;;;;;;;;4031998;4031998;V;470;1;1998;;;;;;;72;424207;;0;;
L322;;628226;F;1;1;;A08;1;13,5;362;3577500;1847,62;310400,16;;;;;;T;1;;;;;;;;;;;4031998;4031998;V;470;1;1998;;;;;;;72;424207;;0;;
L322;;628227;F;2;1;;C02;1;83;100;232400;120,02;20163,36;;;;;;T;1;2;;;;;;;;;;1011992;19051994;V;3130;A01;1992;;;;;;;463;143116;;0;;
L322;;628228;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16071991;10021995;V;2672;0;1991;;;;;;;C;212671;;;;
L322;;628229;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16071991;10021995;V;2672;0;1991;;;;;;;C;212671;;;;
L322;;628230;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16071991;10021995;V;2672;0;1991;;;;;;;C;212671;;;;
L322;;628231;F;3;1;;C01;7;65;74;1098500;567,33;32763,31;;;;;;S1;T;;;;;;;;;;;22121988;22032001;D;740;1;2001;;;;;;;1000036;562175;;200003313;;
L322;;628232;F;3;1;;A03;3;9,5;197;798000;412,13;69237,84;;;;;;S1;T;1;2;;;;;;;;;22121988;22032001;D;740;1;2001;;;;;;;1000036;562175;;200003313;;
L322;;628233;F;3;1;;C06;1;28;31;78400;40,49;6802,32;;;;;;S1;;;;;;;;;;;;22121988;22032001;D;740;1;2001;;;;;;;1000036;562175;;200003313;;
L322;;628234;F;2;1;;A06;2;1,5;43;45000;23,24;3904,32;;;;;;T;1;3;;;;;;;;;;10111998;9021999;D;3121;1;1998;;;;;;;1000520;469102;;0;;
L322;;628235;F;2;1;;A06;2;2;73;60000;30,99;5206,32;;;;;;T;1;3;;;;;;;;;;10111998;9021999;D;3121;1;1998;;;;;;;1000520;469102;;0;;
L322;;628236;F;2;1;;A06;2;1;33;30000;15,49;2602,32;;;;;;2;;;;;;;;;;;;10111998;9021999;D;3121;1;1998;;;;;;;1000520;469102;;0;;
L322;;628237;F;3;1;;A06;2;1;29;30000;15,49;2602,32;;;;;;2;;;;;;;;;;;;10111998;9021999;D;3121;1;1998;;;;;;;1000520;469102;;0;;
L322;;628238;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29121993;10021995;V;3864;1;1993;;;;;;;C;212652;;;;
L322;;628239;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29121993;10021995;V;3864;1;1993;;;;;;;C;212652;;;;
L322;;628240;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29121993;10021995;V;3864;1;1993;;;;;;;C;212652;;;;
L322;;628241;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;27022009;2032009;V;758;1;2009;;;;;;;C;1000105;;;;
L322;;628242;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;27022009;2032009;V;758;1;2009;;;;;;;C;1000105;;;;
L322;;628243;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;29112012;13122012;V;7151;1;2012;;;;;;;C;1172582;;;;
L322;;628244;F;5;1;;C06;1;60;68;168000;86,76;14575,68;;;;;;T;;;;;;;;;;;;29112012;4022013;V;336;1;2013;;;;;;;;1178792;;201300491;;
L322;;628245;F;2;1;;C06;1;26;29;72800;37,6;6316,8;;;;;;T;;;;;;;;;;;;1011991;19051994;V;3007;A01;1991;;;;;;;389;143066;;0;;
L322;;628246;F;2;1;;A04;1;7,5;202;487500;251,77;42297,36;;;;;;T;1;2;3;;;;;;;;;1011991;19051994;V;3007;A01;1991;;;;;;;389;143066;;0;;
L322;;628247;F;2;1;;A03;1;4;83;244000;126,02;21171,36;;;;;;T;1;2;;;;;;;;;;1011986;19051994;V;2875;A01;1986;;;;;;;150;142934;;0;;
L322;;628248;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;27102000;27102000;V;2691;1;2000;;;;;;;C;547069;;;;
L322;;628249;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;28052002;28052002;V;1544;1;2002;;;;;;;C;603574;;;;
L322;;628250;F;1;1;;C02;1;11;13;30800;15,91;2672,88;;;;;;T;1;;;;;;;;;;;1010001;1011992;I;;0;2000;;;;;;;305;201;;0;;
L322;;628251;F;2;1;;C02;1;97;117;271600;140,27;23565,36;;;;;;T;;;;;;;;;;;;1011989;19051994;V;4053;A01;1989;;;;;;;324;143033;;0;;
L322;;628252;F;3;1;;C06;2;15;17;49500;25,56;4294,08;;;;;;T;;;;;;;;;;;;22041995;8111995;D;3101;1;1995;;;;;;;1000301;286286;;0;;
L322;;628253;F;3;1;;A03;2;5,5;115;396000;204,52;34359,36;;;;;;T;1;;;;;;;;;;;22041995;8111995;D;3101;2;1995;;;;;;;1000302;286317;;0;;
L322;;628254;F;3;1;;A03;2;5,5;135;396000;204,52;34359,36;;;;;;T;2;3;;;;;;;;;;22041995;8111995;D;3101;1;1995;;;;;;;1000301;286286;;0;;
L322;;628255;F;9;1;;C06;2;14;16;46200;23,86;4008,48;;;;;;T;;;;;;;;;;;;5011995;22031996;D;3482;1;1995;;;;;;;1000357;317272;;0;;
L322;;628256;F;9;1;;A03;2;10;192;720000;371,85;62470,8;;;;;;T;1;2;3;;;;;;;;;5011995;22031996;D;3482;1;1995;;;;;;;1000357;317272;;0;;
L322;;628257;F;3;1;;A04;4;5;109;375000;193,67;32536,56;;;;;;2;3;;;;;;;;;;;25111994;4051995;D;35;2;1994;;;;;;;1000263;235870;;0;;
L322;;628258;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;31122009;31122009;V;4337;1;2009;;;;;;;C;1030460;;;;
L322;;628259;F;3;1;;A04;4;4,5;81;337500;174,3;29282,4;;;;;;T;1;;;;;;;;;;;25111994;4051995;D;35;2;1994;;;;;;;1000263;235870;;0;;
L322;;628260;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;4112013;18112013;V;4785;1;2013;;;;;;;C;1214947;;;;
L322;;628261;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;4112013;18112013;V;4785;1;2013;;;;;;;C;1214947;;;;
L322;;628262;F;3;1;;C02;1;98;118;274400;141,72;23808,96;;;;;;T;1;2;;;;;;;;;;9111999;29111999;D;3011;1;1999;;;;;;;1000568;506921;;0;;
L322;;670683;F;1;1;;C02;1;10;11;28000;14,46;2429,28;;;;;;S1;;;;;;;;;;;;21122001;21122001;V;8191;1;2001;;;;;;;;587768;;200102077;;
L322;;670684;F;1;1;;C06;1;21;25;58800;30,37;5102,16;;;;;;S1;;;;;;;;;;;;21122001;21122001;V;8191;1;2001;;;;;;;;587768;;200102077;;
L322;;670685;F;1;1;;A04;4;8,5;209;637500;329,24;55312,32;;;;;;S1;T;1;;;;;;;;;;21122001;21122001;V;8191;1;2001;;;;;;;;587768;;200102077;;
L322;;671068;F;1;1;;A02;4;8;179;1000000;516,46;86765,28;;;;;   ;S1;T;1;;;;;;;;;;4012002;4012002;A;13;1;2002;;;;;;;;588256;;200200030;;
L322;;671069;F;1;1;;C06;1;12;12;33600;17,35;2914,8;;;;;   ;S1;;;;;;;;;;;;4012002;4012002;A;13;1;2002;;;;;;;;588256;;200200030;;
L322;;671070;F;1;1;;C06;1;12;12;33600;17,35;2914,8;;;;;   ;S1;;;;;;;;;;;;4012002;4012002;A;13;1;2002;;;;;;;;588256;;200200030;;
L322;;671071;F;1;1;;A02;4;4;76;500000;258,23;43382,64;;;;;   ;2;;;;;;;;;;;;4012002;4012002;A;13;1;2002;;;;;;;;588256;;200200030;;
L322;;671072;F;1;1;;C06;1;12;12;33600;17,35;2914,8;;;;;   ;S1;;;;;;;;;;;;4012002;4012002;A;13;1;2002;;;;;;;;588256;;200200030;;
L322;;672856;F;2;1;;A02;4;8;190;1000000;516,46;86765,28;;;;;;S1;T;1;;;;;;;;;;26062011;30062011;V;2432;1;2011;;;;;;;;1092455;;201101094;;
L322;;672857;F;1;1;;C06;1;12;12;33600;17,35;2914,8;;;;;   ;S1;;;;;;;;;;;;25012002;25012002;A;250;1;2002;;;;;;;;590651;;200201033;;
L322;;672858;F;2;1;;C06;1;12;12;33600;17,35;2914,8;;;;;;S1;;;;;;;;;;;;25012002;25012002;V;251;1;2002;;;;;;;;590656;;200201033;;
