CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;Rendita-lire;Rendita-euro;ValoreImis;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;Piano5;Piano6;Piano7;Piano8;Piano9;Piano10;Piano11;Piano12;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione_ita;Annotazione_ted;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica
L322;;626865;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;21071997;21071997;V;1876;1;1997;;;;;;;C;391043;;;;
L322;;626866;F;2;1;;C06;1;21;23;58800;30,37;5102,16;;;;;;T;;;;;;;;;;;;14021994;5121995;D;632;3;1994;;;;;;;1000314;296612;;0;;
L322;;626867;F;2;1;;A03;3;8;145;672000;347,06;58306,08;;;;;;T;1;;;;;;;;;;;21071997;22071997;V;1876;2;1997;;;;;;;1000459;391231;;0;;
L322;;626868;F;2;1;;A03;3;7;135;588000;303,68;51018,24;;;;;;T;2;;;;;;;;;;;21071997;22071997;V;1876;3;1997;;;;;;;1000460;391233;;0;;
L322;;626869;F;4;1;;A03;3;6,5;130;546000;281,99;47374,32;;;;;;3;;;;;;;;;;;;22121999;22121999;V;3216;1;1999;;;;;;;1000485;509826;;0;;
L322;;626870;F;5;1;;C06;1;50;58;140000;72,3;12146,4;;;;;;T;;;;;;;;;;;;2022004;8052007;V;10482;1;2007;;;;;;;0;924316;;;;
L322;;626871;F;3;1;;A02;1;6,5;144;500500;258,49;43426,32;;;;;;T;1;;;;;;;;;;;2022004;2022004;V;483;1;2004;;;;;;;;665504;;200400123;;
L322;;626872;F;3;1;;A02;1;6;132;462000;238,6;40084,8;;;;;;T;2;;;;;;;;;;;2022004;2022004;V;484;1;2004;;;;;;;;665505;;200400124;;
L322;;626873;F;3;1;;A02;1;6,5;135;500500;258,49;43426,32;;;;;;T;3;;;;;;;;;;;2022004;2022004;V;485;1;2004;;;;;;;;665508;;200400125;;
L322;;626874;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16062004;16062004;V;2454;1;2004;;;;;;;C;680372;;;;
L322;;626875;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16062004;16062004;V;2454;1;2004;;;;;;;C;680372;;;;
L322;;626876;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16062004;16062004;V;2456;1;2004;;;;;;;C;680376;;;;
L322;;626877;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16062004;16062004;V;2456;1;2004;;;;;;;C;680376;;;;
L322;;626878;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19031997;19031997;V;792;1;1997;;;;;;;C;374005;;;;
L322;;626879;F;1;1;;A03;3;7;136;588000;303,68;51018,24;;;;;;T;1;2;3;;;;;;;;;19031997;19031997;V;792;1;1997;;;;;;;1000073;374005;;0;;
L322;;626880;F;1;1;;A03;3;5,5;143;462000;238,6;40084,8;;;;;;S1;T;1;2;;;;;;;;;7071999;7071999;A;A00036;1;1999;;;;;;;1000546;488478;;0;;
L322;;626881;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19031997;19031997;V;792;1;1997;;;;;;;C;374005;;;;
L322;;626882;F;2;1;;C06;1;16;18;44800;23,14;3887,52;;;;;;T;;;;;;;;;;;;1011990;19051994;V;1796;A01;1990;;;;;;;343;143044;;0;;
L322;;626883;F;2;1;;A04;4;5;152;375000;193,67;32536,56;;;;;;T;1;2;3;;;;;;;;;1011990;19051994;V;1796;A01;1990;;;;;;;343;143044;;0;;
L322;;626884;F;2;1;;A06;2;5;37;150000;77,47;13014,96;;;;;;T;1;2;;;;;;;;;;27041976;2031995;D;1059;1;1992;;;;;;;1000246;219935;;0;;
L322;;626885;F;2;1;;A03;3;8,5;142;714000;368,75;61950;;;;;;T;1;2;;;;;;;;;;31121993;26102000;V;4036;1;1993;;;;;;;1000112;546993;;200003461;;
L322;;626886;F;2;1;;A03;3;4;79;336000;173,53;29153,04;;;;;;T;3;;;;;;;;;;;31121993;26102000;V;4037;1;1993;;;;;;;1000113;546980;;200003464;;
L322;;626887;F;3;1;;C06;2;20;22;66000;34,09;5727,12;;;;;;T;;;;;;;;;;;;31121993;30092015;D;3512;1;2015;;;;;;;0;1290494;;200003461;;
L322;;626888;F;2;1;;A03;1;4,5;98;274500;141,77;23817,36;;;;;;T;1;2;;;;;;;;;;27111992;14021994;V;2987;1;1992;;;;;;;457;110576;;0;;
L322;;626889;F;3;1;;A04;1;4;72;260000;134,28;22559,04;;;;;;S1;T;1;2;;;;;;;;;19061992;14021994;D;2016;1;1992;;;;;;;1000148;110608;;0;;
L322;;626890;F;2;1;;C06;1;10;11;28000;14,46;2429,28;;;;;;T;;;;;;;;;;;;17021984;23111999;V;509;1;1984;;;;;;;120;506057;;0;;
L322;;626891;F;2;1;;A03;2;3;54;216000;111,55;18740,4;;;;;;T;1;;;;;;;;;;;17021984;23111999;V;510;1;1984;;;;;;;120;506061;;0;;
L322;;626892;F;2;1;;A03;2;3,5;59;252000;130,15;21865,2;;;;;;T;2;;;;;;;;;;;17021984;23111999;V;511;1;1984;;;;;;;120;506065;;0;;
L322;;626893;F;4;1;;A03;3;6,5;118;546000;281,99;47374,32;;;;;;T;1;2;3;;;;;;;;;24021995;26102000;V;574.01.00;0;1995;;;;;;;418;546998;;200003465;;
L322;;626894;F;2;1;;C06;1;23;26;64400;33,26;5587,68;;;;;;T;;;;;;;;;;;;1011991;19051994;V;4507;A01;1991;;;;;;;418;143084;;0;;
L322;;626895;F;2;1;;A03;4;11;237;1089000;562,42;94486,56;;;;;;S1;T;1;2;;;;;;;;;1011992;19051994;V;3518;A01;1992;;;;;;;477;143124;;0;;
L322;;626896;F;2;1;;C06;1;31;34;86800;44,83;7531,44;;;;;;T;;;;;;;;;;;;1011992;19051994;V;3518;A01;1992;;;;;;;477;143124;;0;;
L322;;626897;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;25052015;8062015;V;2102;1;2015;;;;;;;C;1278355;;;;
L322;;626898;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;25052015;8062015;V;2102;1;2015;;;;;;;C;1278355;;;;
L322;;626899;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16121999;16121999;V;3157;1;1999;;;;;;;C;509080;;;;
L322;;626900;F;1;1;;C06;1;27;30;75600;39,04;6558,72;;;;;;T;;;;;;;;;;;;16121999;16121999;V;3157;1;1999;;;;;;;1000573;509080;;0;;
L322;;626901;F;1;1;;A03;3;6,5;162;546000;281,99;47374,32;;;;;;T;1;3;;;;;;;;;;16121999;16121999;V;3157;1;1999;;;;;;;1000573;509080;;0;;
L322;;626902;F;1;1;;A03;3;6;122;504000;260,29;43728,72;;;;;;2;;;;;;;;;;;;16121999;16121999;V;3157;1;1999;;;;;;;1000573;509080;;0;;
L322;;626903;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;3092002;3092002;V;2450;1;2002;;;;;;;C;612620;;;;
L322;;626904;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;3092002;3092002;V;2450;1;2002;;;;;;;C;612620;;;;
L322;;626905;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;3092002;3092002;V;2450;1;2002;;;;;;;C;612620;;;;
L322;;626906;F;3;1;;C06;2;14;16;46200;23,86;4008,48;;;;;;1;;;;;;;;;;;;31121993;6091996;V;4242;1;1993;;;;;;;1000336;342788;;0;;
L322;;626907;F;3;1;;C06;1;26;29;72800;37,6;6316,8;;;;;;1;;;;;;;;;;;;31121993;6091996;V;4242;1;1993;;;;;;;1000336;342788;;0;;
L322;;626908;F;1;1;;E07;;;;0;0;0;;;;;;;;;;;;;;;;;;1010001;1011992;I;;0;2000;;;;;;;19;201;;0;;
L322;;626909;F;2;1;;C02;1;45;54;126000;65,07;10931,76;;;;;;S1;1;;;;;;;;;;;1011992;19051994;V;2913;A01;1992;;;;;;;452;143109;;0;;
L322;;626910;F;2;1;;A03;2;6,5;188;468000;241,7;40605,6;;;;;;T;1;2;3;;;;;;;;;1011988;19051994;V;27;A01;1988;;;;;;;242;142987;;0;;
L322;;626911;F;2;1;;A04;4;6;155;450000;232,41;39044,88;;;;;;S1;T;1;2;;;;;;;;;1011992;19051994;V;3680;A01;1992;;;;;;;488;143134;;0;;
L322;;626912;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;1082007;1082007;V;12038;1;2007;;;;;;;C;935098;;;;
L322;;626913;F;3;1;;A04;1;1;21;65000;33,57;5639,76;;;;;;2;;;;;;;;;;;;18031994;3011996;D;1228;1;1994;;;;;;;1000325;300441;;0;;
L322;;626914;F;2;1;;C06;1;23;26;64400;33,26;5587,68;;;;;;T;;;;;;;;;;;;1011992;19051994;V;536;A01;1992;;;;;;;423;143089;;0;;
L322;;626915;F;3;1;;A04;1;2,5;51;162500;83,92;14098,56;;;;;;T;1;2;3;;;;;;;;;18031994;3011996;D;1228;1;1994;;;;;;;1000325;300441;;0;;
L322;;626916;F;2;1;;A03;2;6;198;432000;223,11;37482,48;;;;;;S1;T;1;2;;;;;;;;;23041992;1091999;D;2162;1;1999;;;;;;;1000552;494991;;0;;
L322;;626917;F;4;1;;A03;3;7;147;588000;303,68;51018,24;;;;;;T;1;3;;;;;;;;;;26042001;22112001;D;2857;2;2001;;;;;;;1000653;585452;;;;
L322;;626918;F;3;1;;A03;3;6,5;143;546000;281,99;47374,32;;;;;;T;2;3;;;;;;;;;;26042001;22112001;D;2857;1;2001;;;;;;;412;585446;;;;
L322;;626919;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19101989;9021995;V;3119;0;1989;;;;;;;C;212323;;;;
L322;;626920;F;2;1;;C06;2;12;13;39600;20,45;3435,6;;;;;;T;;;;;;;;;;;;19101989;27102000;V;3120;1;1989;;;;;;;1000205;547056;;200003388;;
L322;;626921;F;2;1;;A03;3;3,5;47;294000;151,84;25509,12;;;;;;T;1;;;;;;;;;;;19101989;27102000;V;3120;1;1989;;;;;;;1000205;547056;;200003388;;
L322;;626922;F;2;1;;A03;3;3;47;252000;130,15;21865,2;;;;;;2;;;;;;;;;;;;19101989;27102000;V;3120;1;1989;;;;;;;1000205;547056;;200003388;;
L322;;626923;F;2;1;;A03;3;1,5;44;126000;65,07;10931,76;;;;;;3;;;;;;;;;;;;19101989;27102000;V;3120;1;1989;;;;;;;1000205;547056;;200003388;;
L322;;626924;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;4031998;4031998;V;476;1;1998;;;;;;;C;424256;;;;
L322;;626925;F;3;1;;A04;4;6;174;450000;232,41;39044,88;;;;;;T;1;2;3;;;;;;;;;4031998;4031998;V;476;1;1998;;;;;;;464;424256;;0;;
L322;;626926;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;23031994;15011996;V;830;1;1994;;;;;;;C;303171;;;;
L322;;626927;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;23031994;15011996;V;830;1;1994;;;;;;;C;303171;;;;
L322;;626928;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;23031994;15011996;V;830;1;1994;;;;;;;C;303171;;;;
L322;;626929;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;17061993;15011996;V;1791;1;1993;;;;;;;C;303140;;;;
L322;;626930;F;2;1;;C06;1;19;21;53200;27,48;4616,64;;;;;;T;;;;;;;;;;;;1041994;15011996;D;1271;3;1994;;;;;;;1000334;303197;;0;;
L322;;626931;F;2;1;;C06;1;18;20;50400;26,03;4373,04;;;;;;T;;;;;;;;;;;;1041994;15011996;D;1271;2;1994;;;;;;;1000333;303195;;0;;
L322;;626932;F;2;1;;A02;4;4,5;120;562500;290,51;48805,68;;;;;;T;1;;;;;;;;;;;1041994;15011996;D;1271;3;1994;;;;;;;1000334;303197;;0;;
L322;;626933;F;2;1;;A02;3;6;117;630000;325,37;54662,16;;;;;;S1;T;2;;;;;;;;;;1041994;15011996;D;1271;2;1994;;;;;;;1000333;303195;;0;;
L322;;626934;F;2;1;;A02;3;6;113;630000;325,37;54662,16;;;;;;T;3;;;;;;;;;;;1041994;15011996;D;1271;1;1994;;;;;;;1000332;303188;;0;;
L322;;626935;F;2;1;;C06;1;15;17;42000;21,69;3643,92;;;;;;T;;;;;;;;;;;;1011988;19051994;V;842;A01;1988;;;;;;;249;142995;;0;;
L322;;626936;F;2;1;;A04;1;5,5;;357500;184,63;31017,84;;;;;;T;1;2;3;;;;;;;;;1011992;19051994;V;2315;A01;1992;;;;;;;436;143097;;0;;
L322;;626937;F;3;1;;A03;3;0,5;;42000;21,69;3643,92;;;;;;T;;;;;;;;;;;;22041990;1121992;D;3327;1;1990;;;;;;;1000011;18584;;0;;
L322;;626938;F;2;1;;A03;3;6,5;131;546000;281,99;47374,32;;;U;;;1;2;3;;;;;;;;;;8031988;1121992;V;841;1;1988;;;;;;;249;18540;;0;;
L322;;626939;F;4;1;;A03;2;4,5;105;324000;167,33;28111,44;;;;;;T;1;;;;;;;;;;;27042007;2052007;V;10388;1;2007;;;;;;;;923496;;200700691;;
L322;;626940;F;2;1;;A03;3;6;214;504000;260,29;43728,72;;;;;;T;2;3;;;;;;;;;;1011988;19051994;V;25;A01;1988;;;;;;;241;142986;;0;;
L322;;626941;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;18122007;18122007;V;13924;1;2007;;;;;;;C;951104;;;;
L322;;626942;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;18122007;18122007;V;13924;1;2007;;;;;;;C;951104;;;;
L322;;626943;F;1;1;;A03;3;9;240;756000;390,44;65593,92;;;;;;T;1;2;;;;;;;;;;5062000;5062000;A;A00027;2;2000;;;;;;;1000604;531091;;0;;
L322;;626944;F;2;1;;A04;1;10;314;650000;335,7;56397,6;;;;;;T;1;2;3;;;;;;;;;31011990;2112004;V;174;1;1990;;;;;;;;692270;;200401092;;
L322;;626945;F;2;1;;A06;5;5,5;125;275000;142,03;23861,04;;;;;;T;1;2;;;;;;;;;;10101997;13101997;V;2514;1;1997;;;;;;;213;402626;;0;;
L322;;626946;F;3;1;;F02;;;192;0;0;0;;;;;;T;1;2;;;;;;;;;;18052011;18052011;V;1849;1;2011;;;;;;;;1087378;;;;
L322;;626947;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;25112014;18122014;V;5080;1;2014;;;;;;;C;1258575;;;;
L322;;626948;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;1032012;1032012;V;946;1;2012;;;;;;;C;1122104;;;;
L322;;626949;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;1032012;1032012;V;946;1;2012;;;;;;;C;1122104;;;;
L322;;626950;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;3082012;18092012;V;5856;1;2012;;;;;;;C;1161873;;;;
L322;;626951;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;17072006;17072006;V;2860;1;2006;;;;;;;C;824079;;;;
L322;;626952;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;17072006;17072006;V;2858;1;2006;;;;;;;C;824074;;;;
L322;;626953;F;2;1;;A03;2;6;143;432000;223,11;37482,48;;;;;;T;1;2;3;;;;;;;;;1011987;19051994;V;1859;A01;1987;;;;;;;196;142963;;0;;
L322;;626954;F;4;1;;C06;2;18;20;59400;30,68;5154,24;;;;;;T;;;;;;;;;;;;10051994;23062014;V;2424;1;2014;;;;;;;;1238354;;200003392;;
L322;;626955;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;7052008;8052008;V;1777;1;2008;;;;;;;C;967605;;;;
L322;;626956;F;3;1;;A03;2;2,5;44;180000;92,96;15617,28;;;;;;T;;;;;;;;;;;;15071998;9111998;D;2638;1;1998;;;;;;;1000513;457501;;0;;
L322;;626957;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;26031998;26031998;V;781;1;1998;;;;;;;C;427919;;;;
L322;;626958;F;1;1;;A03;2;2,5;53;180000;92,96;15617,28;;;;;;1;;;;;;;;;;;;26031998;26031998;V;781;1;1998;;;;;;;122;427919;;0;;
L322;;626959;F;3;1;;A03;3;2,5;43;210000;108,46;18221,28;;;;;;2;;;;;;;;;;;;31082012;17092012;V;5840;1;2012;;;;;;;;1161792;;201201503;;
L322;;626960;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;28052002;28052002;V;1544;1;2002;;;;;;;C;603574;;;;
L322;;626961;F;6;1;;A03;3;4,5;122;378000;195,22;32796,96;;;U;;;S1;T;1;2;;;;;;;;;4022005;4022005;V;445;1;2005;;;;;;;;701418;;200500116;;
L322;;626962;F;5;1;;C02;1;34;41;95200;49,17;8260,56;;;;;;S1;T;1;2;;;;;;;;;13092000;24102000;D;2671;2;2000;;;;;;;1000622;546536;;;;
L322;;626963;F;2;1;;A03;3;7,5;120;630000;325,37;54662,16;;;;;;T;1;2;3;;;;;;;;;1011992;19051994;V;3394;A01;1992;;;;;;;474;143121;;0;;
L322;;626964;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;28052002;28052002;V;1544;1;2002;;;;;;;C;603574;;;;
L322;;626965;F;3;1;;A04;1;4,5;85;292500;151,06;25378,08;;;U;;;1;2;3;;;;;;;;;;12101993;12071995;D;3311;2;1993;;;;;;;1000283;250279;;0;;
L322;;626966;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;28052002;28052002;V;1544;1;2002;;;;;;;C;603574;;;;
L322;;626967;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;28052002;28052002;V;1544;1;2002;;;;;;;C;603574;;;;
L322;;626968;F;6;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;31051995;29061995;V;1460;1;1995;;;;;;;C;247574;;;;
L322;;626969;F;6;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;31051995;29061995;V;1460;1;1995;;;;;;;C;247574;;;;
L322;;626970;F;4;1;;A04;1;5,5;110;357500;184,63;31017,84;;;;;;T;1;;;;;;;;;;;31051995;26062014;V;2482;1;2014;;;;;;;;1238644;;0;;
L322;;626971;F;4;1;;A04;1;5,5;160;357500;184,63;31017,84;;;;;;T;2;3;;;;;;;;;;31051995;26062014;V;2482;1;2014;;;;;;;;1238644;;0;;
L322;;626972;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;12011993;15021993;V;12;1;1993;;;;;;;C;26464;;;;
L322;;626973;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;1082007;1082007;V;12042;1;2007;;;;;;;C;935118;;;;
L322;;626974;F;2;1;;A03;2;2,5;;180000;92,96;15617,28;;;;;;2;3;;;;;;;;;;;13121990;15021993;D;126;2;1991;;;;;;;1000033;26535;;0;;
L322;;626975;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;1082007;1082007;V;12041;1;2007;;;;;;;C;935113;;;;
L322;;626976;F;2;1;;A04;1;3,5;;227500;117,49;19738,32;;;;;;T;1;2;3;;;;;;;;;17041991;9031993;D;1564;2;1991;;;;;;;1000043;30640;;;;
L322;;626977;F;5;1;;A04;1;6;101;390000;201,42;33838,56;;;;;;T;1;2;;;;;;;;;;10031997;8071997;D;1774;4;1997;;;;;;;1000456;389455;;0;;
L322;;626978;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16011997;16011997;V;104;1;1997;;;;;;;C;362304;;;;
L322;;626979;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;16011997;16011997;V;104;1;1997;;;;;;;C;362304;;;;
L322;;626980;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19012001;13022001;V;331;1;2001;;;;;;;C;557905;;;;
L322;;626981;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;19012001;13022001;V;338;1;2001;;;;;;;C;557908;;;;
L322;;626982;F;1;1;;A03;3;3,5;77;294000;151,84;25509,12;;;;;;S1;T;;;;;;;;;;;19012001;13022001;V;331;1;2001;;;;;;;1000457;557905;;200100135;;
L322;;626983;F;1;1;;A03;3;5;98;420000;216,91;36440,88;;;;;;S1;S2;1;2;;;;;;;;;19012001;13022001;V;338;1;2001;;;;;;;1000343;557908;;200100136;;
L322;;626984;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;15111988;17021995;V;3930;0;1988;;;;;;;C;215960;;;;
L322;;626985;F;4;1;;A03;3;4,5;76;378000;195,22;32796,96;;;;;;T;1;;;;;;;;;;;24041997;20061997;D;1637;2;1997;;;;;;;1000451;387349;;0;;
L322;;626986;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;7061996;7061996;V;1357;1;1996;;;;;;;C;330949;;;;
L322;;626987;F;4;1;;A03;2;4;81;288000;148,74;24988,32;;;;;;T;2;3;;;;;;;;;;21012000;28092000;D;2453;1;2000;;;;;;;1000618;543576;;;;
L322;;626988;F;2;1;;C02;1;23;28;64400;33,26;5587,68;;;;;;3;;;;;;;;;;;;24041997;20061997;D;1637;2;1997;;;;;;;1000451;387349;;0;;
L322;;626989;F;1;1;;A04;1;2,5;78;162500;83,92;14098,56;;;;;;T;1;2;;;;;;;;;;28101999;28101999;A;B00160;1;1999;;;;;;;1000295;502811;;0;;
L322;;626990;F;2;1;;A04;1;7,5;203;487500;251,77;42297,36;;;U;;;T;1;2;;;;;;;;;;1011987;19051994;V;408;A01;1987;;;;;;;169;142946;;0;;
L322;;626991;F;2;1;;A04;1;6,5;76;422500;218,2;36657,6;;;;;;T;1;2;3;;;;;;;;;1011993;19051994;V;2314;A01;1993;;;;;;;1000066;143151;;0;;
L322;;626992;F;2;1;;A04;4;8;152;600000;309,87;52058,16;;;;;;T;1;2;3;;;;;;;;;25031986;5071994;V;1012;A01;1986;;;;;;;1000132;159129;;0;;
L322;;626993;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;14012013;4022013;V;340;1;2013;;;;;;;C;1178886;;;;
L322;;626994;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;14012013;4022013;V;340;1;2013;;;;;;;C;1178886;;;;
L322;;626995;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;14012013;4022013;V;355;1;2013;;;;;;;C;1178974;;;;
L322;;626996;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;14012013;4022013;V;354;1;2013;;;;;;;C;1178969;;;;
L322;;626997;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;14012013;4022013;V;354;1;2013;;;;;;;C;1178969;;;;
L322;;626998;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;1122016;1122016;V;4830;1;2016;;;;;;;C;1339308;;;;
L322;;626999;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;21031986;22121993;V;976;1;1986;;;;;;;C;98933;;;;
L322;;627000;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;1121993;22121993;V;3537;1;1993;;;;;;;C;99075;;;;
L322;;627001;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;1121993;22121993;V;3537;1;1993;;;;;;;C;99075;;;;
L322;;627002;F;5;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;7112011;7112011;V;4295;1;2011;;;;;;;C;1106531;;;;
L322;;627003;F;4;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;4112011;7112011;V;4294;1;2011;;;;;;;C;1106528;;;;
L322;;627004;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;4112011;7112011;V;4294;1;2011;;;;;;;C;1106528;;;;
L322;;627005;F;2;1;;A03;1;6,5;135;396500;204,78;34403,04;;;;;;1;2;;;;;;;;;;;11111986;29101993;V;2886;1;1986;;;;;;;151;89987;;0;;
L322;;627006;F;1;1;;C07;1;24;24;26400;13,63;2289,84;;;;;;T;;;;;;;;;;;;26101993;29101993;A;3077;1;1993;;;;;;;151;89996;;0;;
L322;;627007;F;1;1;;A06;1;2,5;41;62500;32,28;5423,04;;;;;;T;1;;;;;;;;;;;1010001;1011992;I;;0;2000;;;;;;;32;201;;0;;
L322;;627008;F;1;1;;C01;5;12;14;148800;76,85;4438,09;;;;;;1;;;;;;;;;;;;1010001;1011992;I;;0;2000;;;;;;;32;201;;0;;
L322;;627009;F;2;1;;A04;4;5;81;375000;193,67;32536,56;;;;;;T;1;2;;;;;;;;;;1011986;19051994;V;899;A01;1986;;;;;;;1000133;142918;;0;;
L322;;627010;F;2;1;;A04;4;5;64;375000;193,67;32536,56;;;;;;S1;T;;;;;;;;;;;1011986;19051994;V;899;A01;1986;;;;;;;1000133;142918;;0;;
L322;;627011;F;4;1;;C06;1;17;19;47600;24,58;4129,44;;;;;;T;;;;;;;;;;;;22031996;14061996;D;1411;1;1996;;;;;;;1000374;331931;;0;;
L322;;627012;F;2;1;;A04;1;1,5;24;97500;50,35;8458,8;;;;;;1;2;;;;;;;;;;;19031986;3041995;V;913;1;1986;;;;;;;1000080;228997;;0;;
L322;;627013;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;1061994;17021995;V;1414;1;1994;;;;;;;C;215900;;;;
L322;;627014;F;4;1;;A06;2;2,5;53;75000;38,73;6506,64;;;;;;T;1;2;;;;;;;;;;1061994;6041999;V;1414;2;1994;;;;;;;1000514;475914;;0;;
L322;;627015;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;28021986;29101993;V;407;0;1986;;;;;;;C;90105;;;;
L322;;627016;F;2;1;;A06;2;2;55;60000;30,99;5206,32;;;;;;1;2;;;;;;;;;;;12061991;22121993;D;3303;1;1991;;;;;;;1000091;98972;;0;;
L322;;627017;F;4;1;;C02;1;19;29;53200;27,48;4616,64;;;;;;T;;;;;;;;;;;;1061994;6041999;V;1414;2;1994;;;;;;;1000514;475914;;0;;
L322;;627018;F;4;1;;A03;3;6,5;149;546000;281,99;47374,32;;;;;;S1;T;1;2;3;;;;;;;;21012002;21012002;V;180;1;2002;;;;;;;;589951;;200200091;;
L322;;627019;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;20102000;27102000;V;2651;1;2000;;;;;;;C;547054;;;;
L322;;627020;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;20102000;27102000;V;2651;1;2000;;;;;;;C;547054;;;;
L322;;627021;F;1;1;;B04;1;368;196;883200;456,14;67052,58;;;;;;S1;T;1;2;;;;;;;;;20102000;27102000;V;2651;1;2000;;;;;;;63;547054;;200003346;;
L322;;627022;F;3;1;;A03;1;6;193;366000;189,02;31755,36;;;;;;T;1;2;3;;;;;;;;;19032013;11042013;V;1518;1;2013;;;;;;;;1188251;;201300707;;
L322;;627023;F;2;1;;C02;1;5;6;14000;7,23;1214,64;;;;;;T;;;;;;;;;;;;15071994;14051996;V;1722;1;1994;;;;;;;1000171;326660;;0;;
L322;;627024;F;2;1;;A04;1;3;59;195000;100,71;16919,28;;;;;;T;1;2;;;;;;;;;;15071994;14051996;V;1723;1;1994;;;;;;;1000172;326661;;0;;
L322;;627025;F;1;1;;F03;;;;0;0;0;;;;;;T;1;2;;;;;;;;;;2081994;2081994;A;1982;1;1994;;;;;;;1000178;166033;;;;
L322;;627026;F;2;1;;A03;3;8;159;672000;347,06;58306,08;;;U;;;T;1;2;3;;;;;;;;;1011989;19051994;V;2381;A01;1989;;;;;;;309;143026;;0;;
