CODICE AMMINISTRATIVO;SEZIONE;IDENTIFICATIVO SOGGETTO;TIPO SOGGETTO;IDENTIFICATIVO IMMOBILE;TIPO IMMOBILE;COMUNE CATASTALE;TIPO PARTICELLA;IDENTIFICATIVO PARTICELLA;PORZIONE MATERIALE;LINGUA;TESTO NON CODIFICATO;CODICE DIRITTO;TITOLO NON CODIFICATO ITA;TITOLO NON CODIFICATO TED;QUOTA NUMERATORE;QUOTA DENOMINATORE;REGIME;SOGGETTO DI RIFERIMENTO;DATA DI VALIDITA;TIPO NOTA;NUMERO NOTA;PROGRESSIVO NOTA;ANNO NOTA;DATA DI REGISTRAZIONE IN ATTI;PARTITA;DATA DI VALIDITA;TIPO NOTA;NUMERO NOTA;PROGRESSIVO NOTA;ANNO NOTA;DATA DI REGISTRAZIONE IN ATTI;IDENTIFICATIVO MUTAZIONE INIZIALE;IDENTIFICATIVO MUTAZIONE FINALE;IDENTIFICATIVO TITOLARITA
L322;;11637374;P;627231;F;404;1;503;1;;;1;;;0;0; ;;23092015;G;4247;0;2015;26102015;;;;;;;;13704200;;11459840
L322;;11638125;P;795153;F;404;1;566; ;;;2;;;1;2; ;;22072014;G;3492;0;2014;2092014;;;;;;;;13647670;;11460159
L322;;11638125;P;795152;F;404;1;566; ;;;2;;;1;2; ;;22072014;G;3492;0;2014;2092014;;;;;;;;13647670;;11460157
L322;;11640393;P;627366;F;404;1;585;1;;;2;;;1;4; ;;2122015;G;5527;0;2015;7122015;;;;;;;;13713946;;11460286
L322;;11640393;P;627369;F;404;1;585;1;;;2;;;1;4; ;;2122015;G;5527;0;2015;7122015;;;;;;;;13713946;;11460301
L322;;11643481;P;627872;F;404;1;882;1;;;1;;;0;0; ;;4062012;G;2709;0;2012;2082012;;;;;;;;13545153;;11461385
L322;;11643481;P;997736;F;404;1;882;1;;;1;;;0;0; ;;4062012;G;2709;0;2012;2082012;;;;;;;;13545153;;11461386
L322;;11649275;P;627644;F;404;1;724; ;;;2;;;1;3; ;;7092012;G;4332;0;2012;3042013;;;;;;;;13557379;;11460908
L322;;11651225;P;627132;F;404;1;457;;;;1;;;0;0; ;;29112016;V;4952;1;2016;22122016;;;;;;;;1340785;;11780209
L322;;11651225;P;627131;F;404;1;457; ;;;1;;;0;0; ;;4092012;G;4276;0;2012;20092012;;;;;;;;13556960;;11459634
L322;;11651225;P;627269;F;404;1;528; ;;;1;;;0;0; ;;4092012;G;4276;0;2012;20092012;;;;;;;;13556960;;11459982
L322;;11651225;P;627268;F;404;1;528; ;;;1;;;0;0; ;;4092012;G;4276;0;2012;20092012;;;;;;;;13556960;;11459981
L322;;11651226;P;627132;F;404;1;457;;1;a carico dell'appartamento a piano terra e vani accessori ai sensi della planimetria;73;;;0;0; ;;29112016;V;4952;1;2016;22122016;;;;;;;;1340785;;11780210
L322;;11651226;P;627131;F;404;1;457; ;1;a carico dell'appartamento a piano terra e vani accessori ai sensi della planimetria;73;;;0;0; ;;4092012;G;4276;0;2012;20092012;;;;;;;;13556960;;11459635
L322;;11656010;P;627717;F;404;1;797; ;;;2;;;1;3; ;;7092012;G;4348;0;2012;11102012;;;;;;;;13557453;;11461082
L322;;11656010;P;627716;F;404;1;796; ;;;2;;;1;3; ;;7092012;G;4348;0;2012;11102012;;;;;;;;13557453;;11461079
L322;;11656010;P;909255;F;404;1;137/6;2;;;2;;;1;3; ;;7092012;G;4348;0;2012;11102012;;;;;;;;13557453;;11458299
L322;;11656012;P;909255;F;404;1;137/6;2;;;2;;;1;3; ;;7092012;G;4348;0;2012;11102012;;;;;;;;13557453;;11458300
L322;;11656012;P;627717;F;404;1;797; ;;;2;;;1;3; ;;7092012;G;4348;0;2012;11102012;;;;;;;;13557453;;11461083
L322;;11656012;P;627716;F;404;1;796; ;;;2;;;1;3; ;;7092012;G;4348;0;2012;11102012;;;;;;;;13557453;;11461080
L322;;11659263;P;957468;F;404;1;734;1;;;1;;;0;0; ;;8102012;G;4828;0;2012;24102012;;;;;;;;13561129;;11460939
L322;;11659264;P;957469;F;404;1;734;2;;;1;;;0;0; ;;8102012;G;4828;0;2012;24102012;;;;;;;;13561129;;11460940
L322;;11663900;P;628083;F;404;1;39/1; ;;;2;;;15;180; ;;30102012;G;5296;0;2012;20112012;;;;;;;;13564396;;11457783
L322;;11663900;P;628083;F;404;1;39/1; ;;;2;;;15;360; ;;30102012;G;5297;0;2012;21112012;;;;;;;;13564399;;11457784
L322;;11663902;P;628083;F;404;1;39/1; ;;;2;;;15;180; ;;30102012;G;5296;0;2012;20112012;;;;;;;;13564396;;11457785
L322;;11663902;P;628083;F;404;1;39/1; ;;;2;;;15;360; ;;30102012;G;5297;0;2012;21112012;;;;;;;;13564399;;11457786
L322;;11664356;P;932163;F;404;1;547; ;;;2;;;5;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460110
L322;;11664356;P;932160;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460082
L322;;11664356;P;932162;F;404;1;547; ;;;2;;;5;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460099
L322;;11664356;P;932160;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460081
L322;;11664356;P;932160;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460080
L322;;11664356;P;932160;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460079
L322;;11664356;P;932160;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460078
L322;;11664356;P;932160;F;404;1;547; ;;;2;;;5;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460077
L322;;11664356;P;932159;F;404;1;547; ;;;2;;;5;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460066
L322;;11664356;P;932161;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460093
L322;;11664356;P;932161;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460092
L322;;11664356;P;932161;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460091
L322;;11664356;P;932161;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460090
L322;;11664356;P;932161;F;404;1;547; ;1;limitatamente agli enti individuati nella planimetria.;74;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460089
L322;;11664356;P;932161;F;404;1;547; ;;;2;;;5;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460088
L322;;11666002;P;791596;F;404;1;650;3;;;1;;;0;0; ;;30112012;G;5891;0;2012;20022013;;;;;;;;13568853;;11460648
L322;;11667153;P;871794;F;404;1;261;1;;;2;;;2;15; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458726
L322;;11667153;P;871794;F;404;1;261;1;;;2;;;6;60; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458727
L322;;11667153;P;871794;F;404;1;261;1;;;2;;;1;60; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458725
L322;;11667161;P;871794;F;404;1;261;1;;;2;;;6;60; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458730
L322;;11667161;P;871794;F;404;1;261;1;;;2;;;1;60; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458728
L322;;11667161;P;871794;F;404;1;261;1;;;2;;;2;15; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458729
L322;;11667169;P;871794;F;404;1;261;1;;;2;;;2;15; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458732
L322;;11667169;P;871794;F;404;1;261;1;;;2;;;6;60; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458733
L322;;11667169;P;871794;F;404;1;261;1;;;2;;;1;60; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458731
L322;;11667171;P;871794;F;404;1;261;1;;;2;;;2;15; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458735
L322;;11667171;P;871794;F;404;1;261;1;;;2;;;1;60; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458734
L322;;11667171;P;871794;F;404;1;261;1;;;2;;;6;60; ;;13112012;G;5577;0;2012;10122012;;;;;;;;13566211;;11458736
L322;;11668132;P;708484;F;404;1;962;1;1;CONGIUNTIVO;32;;;0;0; ;;13112013;G;5572;0;2013;22112013;;;;;;;;13614947;;11461688
L322;;11669561;P;626913;F;404;1;135;1;;;1;;;0;0; ;;24122012;G;6284;0;2012;17012013;;;;;;;;13572211;;11458296
L322;;11669561;P;626915;F;404;1;136;3;;;1;;;0;0; ;;24122012;G;6284;0;2012;17012013;;;;;;;;13572211;;11458297
L322;;11669657;P;1009030;F;404;1;1042; ;;;2;;;1;2; ;;7052013;G;2431;0;2013;17062013;;;;;;;;13590893;;11461992
L322;;11669657;P;1000115;F;404;1;1042; ;;;2;;;1;2; ;;7052013;G;2431;0;2013;17062013;;;;;;;;13590893;;11461987
L322;;11669657;P;1000114;F;404;1;1042; ;;;2;;;1;2; ;;7052013;G;2431;0;2013;17062013;;;;;;;;13590893;;11461989
L322;;11669896;P;1011516;F;404;1;541/2;1;;;1;;;0;0; ;;28122012;G;6368;0;2012;7012013;;;;;;;;13572720;;11460045
L322;;11669896;P;1011514;F;404;1;541/2;1;;;1;;;0;0; ;;28122012;G;6368;0;2012;7012013;;;;;;;;13572720;;11460041
L322;;11669896;P;628244;F;404;1;541/2;1;;;1;;;0;0; ;;28122012;G;6368;0;2012;7012013;;;;;;;;13572720;;11460040
L322;;11670684;P;627490;F;404;1;630; ;;;2;;;1;3; ;;21112012;G;5719;0;2012;7012013;;;;;;;;13567309;;11460589
L322;;11670684;P;627489;F;404;1;630; ;;;2;;;1;3; ;;21112012;G;5719;0;2012;7012013;;;;;;;;13567309;;11460586
L322;;11670684;P;627491;F;404;1;630; ;;;2;;;1;3; ;;21112012;G;5719;0;2012;7012013;;;;;;;;13567309;;11460593
L322;;11670684;P;627491;F;404;1;630; ;;;2;;;1;6; ;;21112012;G;5719;0;2012;7012013;;;;;;;;13567309;;11460594
L322;;11670684;P;627490;F;404;1;630; ;;;2;;;1;6; ;;21112012;G;5719;0;2012;7012013;;;;;;;;13567309;;11460590
L322;;11670684;P;627489;F;404;1;630; ;;;2;;;1;6; ;;21112012;G;5719;0;2012;7012013;;;;;;;;13567309;;11460583
L322;;11670772;P;1011515;F;404;1;541/2;2;;;2;;;1;4; ;;28122012;G;6368;0;2012;7012013;;;;;;;;13572720;;11460044
L322;;11670772;P;1011515;F;404;1;541/2;2;;;2;;;2;4; ;;28122012;G;6368;0;2012;7012013;;;;;;;;13572720;;11460043
L322;;11670772;P;1011515;F;404;1;541/2;2;;;2;;;1;4; ;;28122012;G;6368;0;2012;7012013;;;;;;;;13572720;;11460042
L322;;11677037;P;932163;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460116
L322;;11677037;P;932162;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460105
L322;;11677037;P;932159;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460072
L322;;11677037;P;932160;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460083
L322;;11677037;P;932161;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460094
L322;;11677038;P;932160;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460084
L322;;11677038;P;932163;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460117
L322;;11677038;P;932159;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460073
L322;;11677038;P;932162;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460106
L322;;11677038;P;932161;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460095
L322;;11677039;P;932160;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460085
L322;;11677039;P;932163;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460118
L322;;11677039;P;932159;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460074
L322;;11677039;P;932162;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460107
L322;;11677039;P;932161;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460096
L322;;11677040;P;932159;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460075
L322;;11677040;P;932162;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460108
L322;;11677040;P;932160;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460086
L322;;11677040;P;932161;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460097
L322;;11677040;P;932163;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460119
L322;;11677041;P;932160;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460087
L322;;11677041;P;932163;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460120
L322;;11677041;P;932162;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460109
L322;;11677041;P;932161;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460098
L322;;11677041;P;932159;F;404;1;547; ;;;2;;;2;15; ;;5022013;G;693;0;2013;14022013;;;;;;;;13577865;;11460076
L322;;11677698;P;772471;F;404;1;574;1;1;limitatamente al sub 1 come da planimetria allegata sub GN. 5681/2012;73;;;0;0; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11460180
L322;;11677698;P;772471;F;404;1;574;1;1;limitatamente al sub 1 di cui alla planimetria allegata;73;;;0;0; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11460177
L322;;11677698;P;772471;F;404;1;574;1;1;limitatamente al sub 1 di cui alla planimetria allegata;73;;;0;0; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11460178
L322;;11677698;P;772471;F;404;1;574;1;1;limitatamente al sub 1 come da planimetria allegata sub GN. 5681/2012;73;;;0;0; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11460179
L322;;11677699;P;1059834;F;404;1;1057; ;;;2;;;2162;16800; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462108
L322;;11677699;P;1059834;F;404;1;1057; ;;;2;;;34;2400; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462113
L322;;11677734;P;1059834;F;404;1;1057; ;;;2;;;2162;16800; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462115
L322;;11677734;P;1059834;F;404;1;1057; ;;;2;;;34;2400; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462114
L322;;11677741;P;1059834;F;404;1;1057; ;;;2;;;34;2400; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462116
L322;;11677741;P;1059834;F;404;1;1057; ;;;2;;;2162;16800; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462117
L322;;11677744;P;1059834;F;404;1;1057; ;;;2;;;2162;16800; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462119
L322;;11677744;P;1059834;F;404;1;1057; ;;;2;;;34;2400; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462118
L322;;11677755;P;1033306;F;404;1;575;1;;;2;;;1;2; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11460187
L322;;11677755;P;772471;F;404;1;574;1;;;2;;;1;2; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11460181
L322;;11677755;P;855369;F;404;1;388; ;;;2;;;1;2; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11459373
L322;;11677755;P;1059834;F;404;1;1057; ;;;2;;;170;2400; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462121
L322;;11677755;P;1059834;F;404;1;1057; ;;;2;;;121;1680; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462120
L322;;11677756;P;1033306;F;404;1;575;1;;;2;;;1;2; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11460188
L322;;11677756;P;772471;F;404;1;574;1;;;2;;;1;2; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11460182
L322;;11677756;P;855369;F;404;1;388; ;;;2;;;1;2; ;;8012014;G;63;0;2014;4032014;;;;;;;;13622568;;11459374
L322;;11677756;P;1059834;F;404;1;1057; ;;;2;;;1;7; ;;16072015;G;3202;0;2015;18082015;;;;;;;;13696033;;11462122
L322;;11677939;P;1009202;F;404;1;650;1;;;1;;;0;0; ;;30112012;G;5891;0;2012;20022013;;;;;;;;13568853;;11460649
L322;;11677982;P;1009203;F;404;1;650;2;;;1;;;0;0; ;;30112012;G;5891;0;2012;20022013;;;;;;;;13568853;;11460650
L322;;11679811;P;627334;F;404;1;573; ;;;32;;;0;0; ;;28022013;G;1168;0;2013;11032013;;;;;;;;13581283;;11460175
L322;;11679811;P;627333;F;404;1;573; ;;;32;;;0;0; ;;28022013;G;1168;0;2013;11032013;;;;;;;;13581283;;11460173
L322;;11679968;P;1014989;F;404;1;1045; ;;;1;;;0;0; ;;20022013;G;986;0;2013;28022013;;;;;;;;13579980;;11461994
L322;;11685814;P;627333;F;404;1;573; ;;;1;;;0;0; ;;28022013;G;1168;0;2013;11032013;;;;;;;;13581283;;11460174
L322;;11685814;P;627334;F;404;1;573; ;;;1;;;0;0; ;;28022013;G;1168;0;2013;11032013;;;;;;;;13581283;;11460176
L322;;11688676;P;855377;F;404;1;407; ;;;2;;;5;450; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11459436
L322;;11688676;P;627291;F;404;1;540; ;;;2;;;1;18; ;;25032013;G;1709;0;2013;4042013;;;;;;;;13585381;;11460035
L322;;11688676;P;627290;F;404;1;540; ;;;2;;;1;18; ;;25032013;G;1709;0;2013;4042013;;;;;;;;13585381;;11460029
L322;;11688678;P;855377;F;404;1;407; ;;;2;;;5;450; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11459437
L322;;11688678;P;627290;F;404;1;540; ;;;2;;;1;18; ;;25032013;G;1709;0;2013;4042013;;;;;;;;13585381;;11460030
L322;;11688678;P;627291;F;404;1;540; ;;;2;;;1;18; ;;25032013;G;1709;0;2013;4042013;;;;;;;;13585381;;11460036
L322;;11689663;P;855377;F;404;1;407; ;;;2;;;4;72; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11459438
L322;;11689663;P;855377;F;404;1;407; ;;;2;;;2;72; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11459439
L322;;11689663;P;992649;F;404;1;880; ;;;2;;;4;12; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461380
L322;;11689663;P;627341;F;404;1;576;1;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11460193
L322;;11689663;P;627342;F;404;1;576;2;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11460194
L322;;11689663;P;992649;F;404;1;880; ;;;2;;;2;12; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461381
L322;;11689663;P;627339;F;404;1;576;2;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11460191
L322;;11689663;P;627344;F;404;1;576;2;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11460196
L322;;11689669;P;855377;F;404;1;407; ;;;2;;;3;10; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11459440
L322;;11689669;P;626749;F;404;1;305/1;2;;;2;;;6;9; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11458802
L322;;11689669;P;855298;F;404;1;305/8; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11458808
L322;;11689669;P;627791;F;404;1;833; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461239
L322;;11689669;P;627790;F;404;1;833; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461237
L322;;11689669;P;627789;F;404;1;833; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461235
L322;;11689669;P;627792;F;404;1;833; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461241
L322;;11690000;P;855377;F;404;1;407; ;;;2;;;2;72; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11459442
L322;;11690000;P;627870;F;404;1;878; ;;;1;;;0;0; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11461377
L322;;11690000;P;855377;F;404;1;407; ;;;2;;;4;72; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11459441
L322;;11690000;P;627344;F;404;1;576;3;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11460197
L322;;11690000;P;627343;F;404;1;576;3;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11460195
L322;;11690000;P;626774;F;404;1;305/10; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11458810
L322;;11690000;P;626773;F;404;1;305/10; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11458809
L322;;11690000;P;627340;F;404;1;576;3;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11460192
L322;;11690000;P;992649;F;404;1;880; ;;;2;;;2;12; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461383
L322;;11690000;P;992649;F;404;1;880; ;;;2;;;4;12; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461382
L322;;11690131;P;935058;F;404;1;99;2;;;1;;;0;0; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11458038
L322;;11690134;P;691721;F;404;1;200/2; ;;;2;;;1;2; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11458446
L322;;11690134;P;691722;F;404;1;200/2; ;;;2;;;1;2; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11458447
L322;;11690134;P;691723;F;404;1;200/2; ;;;2;;;1;2; ;;14032013;G;1508;0;2013;22032013;;;;;;;;13583814;;11458448
L322;;11690201;P;627383;F;404;1;596; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11460318
L322;;11690201;P;627382;F;404;1;596; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11460317
L322;;11690208;P;627628;F;404;1;713; ;1;congiuntivo ;32;;;0;0; ;;31011992;G;458;0;1992;17042007;;;;;;;;12202012;;11460882
L322;;11690208;P;627630;F;404;1;713; ;1;congiuntivo ;32;;;0;0; ;;31011992;G;458;0;1992;17042007;;;;;;;;12202012;;11460888
L322;;11690208;P;627629;F;404;1;713; ;1;congiuntivo ;32;;;0;0; ;;31011992;G;458;0;1992;17042007;;;;;;;;12202012;;11460885
L322;;11690208;P;627631;F;404;1;713; ;1;congiuntivo ;32;;;0;0; ;;31011992;G;458;0;1992;17042007;;;;;;;;12202012;;11460891
L322;;11690209;P;627948;F;404;1;928; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461502
L322;;11690209;P;627947;F;404;1;928; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461501
L322;;11690209;P;627945;F;404;1;928; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461499
L322;;11690209;P;627944;F;404;1;928; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461498
L322;;11690209;P;627946;F;404;1;928; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461500
L322;;11690229;P;855185;F;404;1;112/8; ;;;2;;;1;2; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11458118
L322;;11690229;P;855184;F;404;1;112/6; ;;;2;;;1;2; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11458117
L322;;11690231;P;627939;F;404;1;920; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461492
L322;;11690231;P;627941;F;404;1;920; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461494
L322;;11690231;P;627942;F;404;1;921; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461495
L322;;11690231;P;627940;F;404;1;920; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461493
L322;;11690234;P;743881;F;404;1;982; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461755
L322;;11690234;P;743879;F;404;1;982; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461753
L322;;11690234;P;743880;F;404;1;982; ;;;1;;;0;0; ;;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461754
L322;;11690234;P;627691;F;404;1;774; ;;;1;;;0;0; ;;18112015;G;5278;0;2015;3022016;;;;;;;;13712012;;11461039
L322;;11690234;P;992622;F;404;1;198; ;;;1;;;0;0; ;;18112015;G;5278;0;2015;3022016;;;;;;;;13712012;;11458443
L322;;11690234;P;627991;F;404;1;196/1; ;;;1;;;0;0; ;;18112015;G;5278;0;2015;3022016;;;;;;;;13712012;;11458434
L322;;11690234;P;627992;F;404;1;196/1; ;;;1;;;0;0; ;;18112015;G;5278;0;2015;3022016;;;;;;;;13712012;;11458414
L322;;11690234;P;627990;F;404;1;196/1; ;;;1;;;0;0; ;;18112015;G;5278;0;2015;3022016;;;;;;;;13712012;;11458432
L322;;11690235;P;743876;F;404;1;981; ;;;2;;;1;2;C;10685357;14032013;G;1509;0;2013;22032013;;;;;;;;13583816;;11461750
