CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;RenditaLire;RenditaEuro;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;DataDiEdifica;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124233;F;1;2;;11;69;;6;;;;;;;;T;;;;10121993;20051995;V;14364;2;1993;;;;;;;2455;;1426003;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124234;F;3;2;;11;69;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124235;F;2;2;;11;69;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124236;F;3;2;;11;69;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124238;F;1;2;;11;73;;;;;11;89;;;;S1;;;;10121993;16031994;A;14364;2;1993;;;;;;;2455;;1378112;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124242;F;1;2;;11;81;;2;;;11;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124243;F;1;2;;11;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124245;F;3;2;;11;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124246;F;1;2;;11;92;;1;;;;;;;;T;;;;6031989;17091990;V;1269;;1989;;;;;;;2142;;1156620;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124247;F;3;2;;11;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124248;F;3;2;;11;94;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124249;F;1;2;;11;95;;;;;;;;;;1;;;;6031989;17091990;V;1269;;1989;;;;;;;2142;;1156620;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124250;F;1;2;;11;96;;;;;11;97;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124252;F;3;2;;11;98;;;;;11;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124253;F;1;2;;11;100;;;;;11;513;;;;T;1;;;12021990;6051993;V;963;;1990;;;;;;;1001153;;1339578;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124255;F;1;2;;11;101;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124256;F;1;2;;11;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124257;F;1;2;;11;104;;;;;;;;;;S1;;;;12021990;6051993;V;963;;1990;;;;;;;1001153;;1339578;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124259;F;1;2;;11;106;;1;;;11;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124261;F;1;2;;11;108;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124262;F;1;2;;11;108;;2;;;;;;;;T;;;;28071986;17091990;V;42462;;1986;;;;;;;2022;;1160167;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124263;F;1;2;;11;115;;;;;;;;;;;11;864;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124264;F;1;2;;11;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124267;F;1;2;;11;120;;1;;;;;;;;T;;;;14021990;6051993;V;1027;;1990;;;;;;;2195;;1339457;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124268;F;1;2;;11;120;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124269;F;1;2;;11;121;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124270;F;1;2;;11;121;;2;;;;;;;;T-S1;;;;5042000;5042000;V;2039;1;2000;;;;;;;;;1729074;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124272;F;2;2;;11;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124274;F;1;2;;11;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124275;F;2;2;;11;128;;1;;;;;;;;S1;;;;5042000;5042000;V;2039;1;2000;;;;;;;;;1729074;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124276;F;4;2;;11;128;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124277;F;3;2;;11;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124282;F;1;2;;11;131;;4;;;;;;;;PT1P;;;;10101994;16021996;V;6109;1;1994;;;;;;;2520;;1462829;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124283;F;1;2;;11;131;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124284;F;5;2;;11;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124285;F;1;2;;11;134;;1;;;;;;;;S1;;;;10101994;16021996;V;6109;1;1994;;;;;;;2520;;1462829;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124286;F;1;2;;11;134;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124287;F;2;2;;11;134;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124289;F;2;2;;11;137;;2;;;;;;;;S1;T;1;;2091993;17031997;V;10726;1;1993;;;;;;;2427;;1519199;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124290;F;1;2;;11;137;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124291;F;1;2;;11;137;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124297;F;2;2;;11;137;;12;;;;;;;;T1;;;;5071995;3061998;V;518;1;1995;;;;;;;2574;;1572423;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124299;F;3;2;;11;137;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124305;F;3;2;;11;137;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124306;F;1;2;;11;137;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124307;F;1;2;;11;137;;22;;;;;;;;S1T;;;;5071995;3061998;V;518;1;1995;;;;;;;2574;;1572423;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124308;F;1;2;;11;138;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124310;F;1;2;;11;138;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124313;F;1;2;;11;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124314;F;1;2;;11;149;;;;;;;;;;T;;;;9111989;17091990;V;6538;;1989;;;;;;;1001127;;1168041;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124315;F;3;2;;11;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124316;F;1;2;;11;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124318;F;1;2;;11;155;;;;;;;;;;T;1;;;26041991;21101992;D;8952;2;1991;;;;;;;1000762;;1307732;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124319;F;1;2;;11;156;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124320;F;1;2;;11;156;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124321;F;1;2;;11;156;;3;;;;;;;;1;;;;19031991;29061994;V;1768;2;1991;;;;;;;1722;;1391340;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124322;F;1;2;;11;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124327;F;2;2;;11;165;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124328;F;2;2;;11;165;;2;;;;;;;;T;;;;13071990;6051993;V;4830;;1990;;;;;;;2215;;1340222;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124330;F;1;2;;11;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124331;F;5;2;;11;169;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124332;F;5;2;;11;169;;2;;;;;;;;;;;;22071991;27081991;V;4620;1;1991;;;;;;;423;AREA URBANA DI MQ.68;1230749;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124333;F;2;2;;11;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124344;F;1;2;;11;178;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124345;F;1;2;;11;178;;2;;;;;;;;T;;;;3061992;19021997;V;3166;1;1992;;;;;;;1001521;;1514154;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124346;F;1;2;;11;178;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124347;F;1;2;;11;179;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124348;F;1;2;;11;179;;2;;;;;;;;T;;;;3061992;19021997;V;3166;1;1992;;;;;;;1001521;;1514154;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124349;F;1;2;;11;180;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124350;F;1;2;;11;180;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124352;F;4;2;;11;182;;;;;;;;;;S1;;;;3061992;19021997;V;3166;1;1992;;;;;;;1001521;;1514154;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124353;F;2;2;;11;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124354;F;2;2;;11;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124355;F;2;2;;11;188;;;;;;;;;;T;S1;;;18081992;17031997;V;4746;1;1992;;;;;;;1000584;;1519311;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124356;F;1;2;;11;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124358;F;1;2;;11;191;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124359;F;1;2;;11;191;;2;;;;;;;;T-1;;;;30041996;30041996;V;789;1;1996;;;;;;;1000227;AREA URBANA MQ.71;1469726;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124361;F;1;2;;11;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124362;F;4;2;;11;194;;;;;11;438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124363;F;1;2;;11;195;;;;;;;;;;T;;;;30031994;2041994;A;1658;2;1994;;;;;;;2492;;1379955;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124364;F;1;2;;11;197;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124365;F;2;2;;11;197;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124367;F;1;2;;11;197;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124368;F;3;2;;11;198;;;;;11;299;;1;;S1;;;;30031994;2041994;A;1658;2;1994;;;;;;;2492;;1379955;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124369;F;2;2;;11;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124370;F;1;2;;11;200;;1;;;11;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124372;F;1;2;;11;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124373;F;1;2;;11;204;;1;;;;;;;;T;;;;18021994;17111995;V;668;2;1994;;;;;;;1111;;1449660;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124375;F;2;2;;11;205;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124376;F;3;2;;11;205;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124379;F;1;2;;11;206;;3;;;;;;;;S1-T;;;;22091997;22091997;A;11791;1;1997;;;;;;;1001295;;1541994;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124380;F;1;2;;11;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124381;F;1;2;;11;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124382;F;1;2;;11;210;;1;;;11;436;;;;T;;;;22091997;22091997;A;11791;2;1997;;;;;;;1001296;;1541976;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124383;F;1;2;;11;210;;2;;;11;211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124384;F;2;2;;11;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124387;F;2;2;;11;216;;;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;378;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124388;F;2;2;;11;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124389;F;2;2;;11;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124392;F;1;2;;11;223;;;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;378;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124394;F;4;2;;11;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124395;F;1;2;;11;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124397;F;1;2;;11;228;;;;;;;;;;;;;;1010001;30061987;I;;0;;;;;;;;378;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124401;F;1;2;;11;230;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124402;F;1;2;;11;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124403;F;1;2;;11;232;;;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;186;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124404;F;1;2;;11;235;;;;;12;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124405;F;2;2;;11;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124406;F;4;2;;11;237;;;;;;;;;;;;;;1010001;30061987;I;;0;;;;;;;;208;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124407;F;1;2;;11;238;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124409;F;3;2;;11;238;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124412;F;1;2;;11;244;;1;;;;;;;;T;;;;30111985;23041999;V;45212;1;1985;;;;;;;1946;;1640977;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124413;F;1;2;;11;244;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124416;F;1;2;;11;247;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124417;F;1;2;;11;247;;4;;;;;;;;T;;;;22041986;4101994;V;6581;1;1986;;;;;;;1000627;;1400748;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124421;F;1;2;;11;251;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124422;F;1;2;;11;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124423;F;3;2;;11;253;;;;;;;;;;;;;;23121989;22051991;D;897;2;1990;;;;;;;1000499;;1206217;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124424;F;2;2;;11;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124425;F;2;2;;11;255;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124426;F;4;2;;11;255;;2;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1113;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124429;F;2;2;;11;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124431;F;1;2;;11;261;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124432;F;1;2;;11;261;;2;;;;;;;;T;;;;23031992;8011994;V;1626;1;1992;;;;;;;1000667;;1367711;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124434;F;1;2;;11;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124435;F;1;2;;11;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124440;F;1;2;;11;270;;;;;;;;;;T;;;;23031992;8011994;V;1626;1;1992;;;;;;;1000667;;1367711;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124441;F;1;2;;11;271;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124442;F;1;2;;11;271;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124444;F;3;2;;11;275;;;;;11;298;;;;T;;;;1010001;30061987;I;;0;;;;;;;;274;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124445;F;1;2;;11;278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124447;F;3;2;;11;279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124448;F;5;2;;11;280;;;;;;;;;;T;;;;23071986;25011995;V;10687;1;1986;;;;;;;1000992;;1414853;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124449;F;1;2;;11;281;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124450;F;1;2;;11;281;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124451;F;1;2;;11;282;;;;;11;294;;;;T;1;;;23071986;25011995;V;10687;1;1986;;;;;;;1000992;;1414853;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124454;F;5;2;;11;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124455;F;1;2;;11;289;;;;;11;315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124456;F;6;2;;11;291;;;;;;;;;;T;;;;22051992;4021995;V;2929;1;1992;;;;;;;2365;;1416022;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124458;F;1;2;;11;293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124459;F;1;2;;11;295;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124460;F;1;2;;11;295;;2;;;;;;;;T;S1;;;22051992;4021995;V;2929;1;1992;;;;;;;2365;;1416022;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124461;F;3;2;;11;296;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124465;F;1;2;;11;297;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124467;F;3;2;;11;297;;3;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1208;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124468;F;1;2;;11;297;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124469;F;1;2;;11;299;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124471;F;4;2;;11;303;;1;;;;;;;;S1;;;;6071991;27071992;V;4306;;1991;;;;;;;2303;;1264268;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124472;F;2;2;;11;303;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124474;F;1;2;;11;305;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124475;F;1;2;;11;305;;3;;;;;;;;T;;;;6071991;27071992;V;4306;;1991;;;;;;;2303;;1264268;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124476;F;1;2;;11;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124477;F;1;2;;11;308;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124479;F;2;2;;11;310;;;;;;;;;;T;;;;10071987;6111995;V;5243;1;1987;;;;;;;1000666;;1447133;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124480;F;3;2;;11;311;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124481;F;6;2;;11;311;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124482;F;4;2;;11;312;;;;;;;;;;T;;;;3101984;13101988;D;23034;;1984;;;;;;;1000129;;1099235;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124483;F;1;2;;11;313;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124484;F;2;2;;11;313;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124486;F;3;2;;11;314;;1;;;;;;;;1;T;S1;;20121995;23021996;V;10675;2;1995;;;;;;;1001071;;1463906;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124487;F;6;2;;11;314;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124488;F;1;2;;11;317;;;;;11;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124489;F;1;2;;11;318;;;;;11;321;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1105;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124491;F;1;2;;11;324;;;;;11;325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124494;F;2;2;;11;328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124498;F;1;2;;11;330;;1;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;662;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;124499;F;1;2;;11;330;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
