CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;RenditaLire;RenditaEuro;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;DataDiEdifica;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126055;F;2;3;236;TOSCANELLI;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126056;F;2;3;236;TOSCANELLI;;0;;;;;;;;;T;;;;4112008;4112008;V;17471;1;2008;;;;;;;;;3051459;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126057;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126058;F;1;3;132;BOTTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126059;F;1;3;132;BOTTE;;;;;;;;;;;T-1;;;;4112008;4112008;V;17471;1;2008;;;;;;;;;3051459;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126060;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126061;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126062;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;S1-T;;;;20112008;20112008;V;19273;1;2008;;;;;;;;CLASSAMENTO E RENDITA RETTIFICATI (D.M. 701/94);3057952;;2009LE0002867;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126063;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126064;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126065;F;1;3;236;LITORANEA;;;;;;;;;;;T-1;;;;20112008;20112008;V;19273;1;2008;;;;;;;;CLASSAMENTO E RENDITA RETTIFICATI (D.M. 701/94);3057952;;2009LE0002889;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126067;F;2;3;546;SACCUDDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126068;F;2;3;546;SACCUDDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126069;F;2;3;546;SACCUDDI;;;;;;;;;;;T;;;;8012008;8012008;V;249;1;2008;;;;;;;;;2947070;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126070;F;2;3;546;SACCUDDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126072;F;2;3;546;SACCUDDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126073;F;2;3;546;SACCUDDI;;;;;;;;;;;T;;;;8012008;8012008;V;252;1;2008;;;;;;;;;2947076;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126075;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126076;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126079;F;2;3;58;COLOMBO;;0;;;;;;;;;T;;;;20112008;20112008;V;19272;1;2008;;;;;;;;;3057951;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126080;F;2;3;58;COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126081;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126082;F;2;3;236;MAGELLANO;;;;;;;;;;;T;;;;9012008;9012008;V;364;1;2008;;;;;;;;;2947729;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126083;F;1;3;58;COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126084;F;2;3;236;ANDREA DORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126085;F;2;3;90;MARINA DI ANDRANO;;0;;;;;;;;;T;;;;10012008;10012008;V;426;1;2008;;;;;;;;;2947975;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126086;F;2;3;236;PORTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126087;F;2;3;236;DA DENOMINARE;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126088;F;2;3;236;DA DENOMINARE;;0;;;;;;;;;T;;;;10012008;10012008;V;429;1;2008;;;;;;;;;2948002;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126089;F;1;3;236;MAGELLANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126090;F;2;3;236;MAGELLANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126091;F;2;3;236;MAGELLANO;;0;;;;;;;;;T;;;;10012008;10012008;V;447;1;2008;;;;;;;;COSTITUITA DALLA SOPPRESSIONE DELLA PARTICELLA CEU SEZ   FGL 10 PLA 192 SUB 4 PER ALLINEAMENTO MAPPE;2948074;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126092;F;3;3;236;TOSCANELLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126093;F;3;3;236;TOSCANELLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126094;F;3;3;236;TOSCANELLI;;;;;;;;;;;T;;;;10012008;10012008;V;448;1;2008;;;;;;;;COSTITUITA DALLA SOPPRESSIONE DELLA PARTICELLA CEU SEZ   FGL 10 PLA 192 SUB 5 PER ALLINEAMENTO MAPPE;2948075;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126095;F;2;3;240;EUROPA;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126096;F;2;3;240;EUROPA;15A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126097;F;2;3;236;TOSCANELLI;;0;;;;;;;;;T;;;;10012008;10012008;V;484;1;2008;;;;;;;;COSTITUITA DALLA SOPPRESSIONE DELLA PARTICELLA CEU SEZ   FGL 10 PLA 190 SUB   PER ALLINEAMENTO MAPPE;2948194;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126099;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126100;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126101;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T;;;;10012008;10012008;V;485;1;2008;;;;;;;;COSTITUITA DALLA SOPPRESSIONE DELLA PARTICELLA CEU SEZ   FGL 10 PLA 217 SUB   PER ALLINEAMENTO MAPPE;2948195;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126102;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126104;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126105;F;4;3;236;CRISTOFORO COLOMBO;SNC;;;;;;;;;;T;;;;10012008;10012008;V;501;1;2008;;;;;;;;;2948343;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126106;F;4;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126107;F;2;3;236;MAGELLANO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126108;F;4;3;236;LITORANEA;;0;;;;;;;;;S1-T;1;;;23092008;23092008;V;14593;1;2008;;;;;;;;CONFERMA CLASSAMENTO PROPOSTO;3037471;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126109;F;4;3;236;GIOVANNI CABOTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126110;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126111;F;1;3;240;EUROPA;;;;;;;;;;;T;;;;11012008;11012008;V;534;1;2008;;;;;;;;;2949239;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126112;F;2;3;240;EUROPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126114;F;2;3;236;DA DENOMINARE;SNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126115;F;4;3;236;ANDREA DORIA;SNC;;;;;;;;;;T;;;;11012008;11012008;V;536;1;2008;;;;;;;;;2949245;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126116;F;4;3;236;ANDREA DORIA;SNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126119;F;2;3;132;BOTTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126120;F;2;3;132;BOTTE;;;;;;;;;;;T;;;;11012008;11012008;V;539;1;2008;;;;;;;;;2949249;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126121;F;1;3;240;EUROPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126122;F;1;3;240;EUROPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126124;F;2;3;236;CAGNI;;;;;;;;;;;T;;;;11012008;11012008;V;587;1;2008;;;;;;;;;2949513;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126125;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126126;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126127;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T;;;;11012008;11012008;V;588;1;2008;;;;;;;;;2949514;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126128;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126129;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126130;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;T;;;;20112008;20112008;V;19271;1;2008;;;;;;;;CLASSAMENTO E RENDITA RETTIFICATI (D.M. 701/94);3057950;;2008LE0421429;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126131;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126133;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126134;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;1;;;;20112008;20112008;V;19271;1;2008;;;;;;;;CLASSAMENTO E RENDITA RETTIFICATI (D.M. 701/94);3057950;;2008LE0421429;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126137;F;1;3;236;ANDREA DORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126138;F;2;3;236;CRISTOFORO COLOMBO;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126139;F;1;3;54;ARENOSA;;;;;;;;;;;T;;;;14012008;14012008;V;622;1;2008;;;;;;;;;2949781;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126140;F;1;3;54;ARENOSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126142;F;1;3;236;CAGNI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126143;F;1;3;236;CAGNI;;;;;;;;;;;1;;;;14012008;14012008;V;624;1;2008;;;;;;;;;2949785;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126144;F;2;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126145;F;2;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126146;F;2;3;236;LITORANEA;;;;;;;;;;;T;;;;14012008;14012008;V;626;1;2008;;;;;;;;;2949788;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126147;F;1;3;236;ANDREA DORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126148;F;1;3;236;ANDREA DORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126149;F;2;3;236;ANDREA DORIA;;;;;;;;;;;T;;;;14012008;14012008;V;630;1;2008;;;;;;;;;2949806;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126150;F;2;3;236;ANDREA DORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126151;F;2;3;236;ANDREA DORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126153;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;T;;;;14012008;14012008;V;631;1;2008;;;;;;;;;2949809;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126155;F;1;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126156;F;1;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126158;F;1;3;236;AMERIGO VESPUCCI;;;;;;;;;;;T-1;;;;14012008;14012008;V;632;1;2008;;;;;;;;;2949810;;2001343206;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126159;F;1;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126160;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126161;F;2;3;240;EUROPA;;;;;;;;;;;T;;;;14012008;14012008;V;652;1;2008;;;;;;;;;2949892;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126162;F;2;3;240;EUROPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126163;F;2;3;236;CRISTOFORO COLOMBO;SN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126165;F;1;3;236;CAGNI;;;;;;;;;;;T;;;;14012008;14012008;V;655;1;2008;;;;;;;;;2949902;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126166;F;2;3;236;ANDRANO;SNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126173;F;1;3;236;GORIZIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126174;F;1;3;236;AMERIGO VESPUCCI;;;;;;;;;;;T;;;;14012008;14012008;V;657;1;2008;;;;;;;;;2949908;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126175;F;1;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126177;F;2;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126178;F;1;3;236;AMERIGO VESPUCCI;;;;;;;;;;;T;;;;14012008;14012008;V;660;1;2008;;;;;;;;;2949918;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126180;F;2;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126181;F;2;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126183;F;1;3;236;ANDRANO;;;;;;;;;;;T;;;;14012008;14012008;V;671;1;2008;;;;;;;;;2949986;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126184;F;1;3;236;ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126185;F;1;3;236;ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126186;F;3;3;236;ANDRANO;;;;;;;;;;;T;;;;14012008;14012008;V;673;1;2008;;;;;;;;;2949989;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126187;F;2;3;236;AMERIGO VESPUCCI;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126188;F;2;3;236;AMERIGO VESPUCCI;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126189;F;1;3;236;LITORANEA;;;;;;;;;;;T;;;;14012008;14012008;V;675;1;2008;;;;;;;;;2949995;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126190;F;3;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126191;F;3;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126193;F;1;3;236;LITORANEA;;;;;;;;;;;T;;;;14012008;14012008;V;680;1;2008;;;;;;;;;2950022;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126194;F;3;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126195;F;3;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126196;F;3;3;236;LITORANEA;;;;;;;;;;;T;1;;;14012008;14012008;V;682;1;2008;;;;;;;;;2950037;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126197;F;3;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126198;F;4;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126199;F;3;3;236;ANDRANO;;;;;;;;;;;T;;;;14012008;14012008;V;683;1;2008;;;;;;;;;2950045;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126200;F;3;3;236;AMERIGO VESPUCCI;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126201;F;3;3;236;AMERIGO VESPUCCI;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126204;F;1;3;236;AMERIGO VESPUCCI;18;;;;;;;;;;T;;;;14012008;14012008;V;685;1;2008;;;;;;;;;2950051;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126205;F;2;3;236;AMERIGO VESPUCCI;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126206;F;3;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126208;F;2;3;236;LITORANEA;;0;;;;;;;;;T;;;;15012008;15012008;V;719;1;2008;;;;;;;;COSTITUITA DALLA SOPPRESSIONE DELLA PARTICELLA CEU SEZ   FGL 11 PLA 592 SUB   PER ALLINEAMENTO MAPPE;2950576;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126209;F;2;3;236;LITORANEA;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126210;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126211;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;15012008;15012008;V;761;1;2008;;;;;;;;COSTITUITA DALLA SOPPRESSIONE DELLA PARTICELLA CEU SEZ   FGL 11 PLA 677 SUB   PER ALLINEAMENTO MAPPE;2950823;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126212;F;2;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126213;F;2;3;90;MARINA DI ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126214;F;1;3;236;LITORANEA;;;;;;;;;;;T;;;;16012008;16012008;V;785;1;2008;;;;;;;;;2950929;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126215;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126216;F;2;3;90;MARINA DI ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126217;F;2;3;90;MARINA DI ANDRANO;;;;;;;;;;;T;;;;16012008;16012008;V;789;1;2008;;;;;;;;;2950946;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126218;F;2;3;90;MARINA DI ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126219;F;2;3;90;MARINA DI ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126222;F;2;3;236;LITORANEA;22;;;;;;;;;;T;;;;16012008;16012008;V;796;1;2008;;;;;;;;;2950981;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126223;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126224;F;2;3;236;LITORANEA;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126225;F;1;3;236;LITORANEA;;;;;;;;;;;T;;;;16012008;16012008;V;800;1;2008;;;;;;;;;2950993;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126228;F;2;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126229;F;2;3;236;LITORANEA;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126231;F;2;3;236;LITORANEA;SN;;;;;;;;;;T-1;;;;12022009;12022009;V;4022;1;2009;;;;;;;;CLASSAMENTO E RENDITA RETTIFICATI (D.M. 701/94);3149884;;2009LE0063944;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126232;F;4;3;236;AMERIGO VESPUCCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126233;F;2;3;236;DELLE CARRUBE;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126234;F;2;3;236;PROVINCIALE;;;;;;;;;;;T;;;;17012009;17012009;V;861;1;2009;;;;;;;;;3139292;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126235;F;2;3;236;PROVINCIALE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126236;F;3;3;236;DA DENOMINARE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126237;F;3;3;236;DA DENOMINARSI;SNC;;;;;;;;;;T;;;;17012008;17012008;V;1031;1;2008;;;;;;;;;2951793;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126238;F;4;3;236;DELLE CARRUBE;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
